skip_fact_id	child_id	child_name	child_rank	expected_parent_rank	current_parent_id	current_parent_name	current_parent_rank	span	candidate_parent_id	candidate_parent_name	candidate_exists	overlap_years	bridge_fact_id	review_priority	notes
fact-q556263-parent-q12548	title-q556263	Brunswick-Luneburg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1235..1806	title-q42585	Kingdom of Bohemia	1198..1918	572	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q830084-parent-q12548	title-q830084	Brunswick-Wolfenbuttel	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1269..1806	title-q42585	Kingdom of Bohemia	1198..1918	538	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q568473-parent-q12548	title-q568473	Burgraviate of Nuremberg	County	Duchy	title-q12548	Holy Roman Empire	Empire	1105..1440	title-q47261	Duchy of Bavaria	907..1805	336	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q1122980-parent-q170174	title-q1122980	Comtat Venaissin	County	Duchy	title-q170174	Papal States	TheocraticState	1274..1791	title-q693570	Duchy of Ferrara	1264..1597	324	fact-q693570-parent-q170174	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q642314-parent-q12548	title-q642314	County of Burgundy	County	Duchy	title-q12548	Holy Roman Empire	Empire	982..1678	title-q47261	Duchy of Bavaria	907..1805	697	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q157070-parent-q12548	title-q157070	County of Flanders	County	Duchy	title-q12548	Holy Roman Empire	Empire	962..1797	title-q47261	Duchy of Bavaria	907..1805	836	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q675363-parent-q12548	title-q675363	County of Geneva	County	Duchy	title-q12548	Holy Roman Empire	Empire	1032..1401	title-q47261	Duchy of Bavaria	907..1805	370	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q762943-parent-q12548	title-q762943	County of Holland	County	Duchy	title-q12548	Holy Roman Empire	Empire	962..1795	title-q47261	Duchy of Bavaria	907..1805	834	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q921473-parent-q70972	title-q921473	County of La Marche	County	Duchy	title-q70972	Kingdom of France	Kingdom	1527..1527	title-q71747	Duchy of Brittany	939..1547	1	fact-q71747-parent-q70972	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q5177890-parent-q12548	title-q5177890	County of Luxembourg	County	Duchy	title-q12548	Holy Roman Empire	Empire	963..1354	title-q47261	Duchy of Bavaria	907..1805	392	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q589251-parent-q12548	title-q589251	County of Montbeliard	County	Duchy	title-q12548	Holy Roman Empire	Empire	1042..1793	title-q47261	Duchy of Bavaria	907..1805	752	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q599613-parent-q12548	title-q599613	County of Namur	County	Duchy	title-q12548	Holy Roman Empire	Empire	981..1795	title-q47261	Duchy of Bavaria	907..1805	815	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q12817455-parent-q12548	title-q12817455	County of Nassau	County	Duchy	title-q12548	Holy Roman Empire	Empire	1160..1806	title-q148499	Margraviate of Brandenburg	1157..1806	647	fact-q148499-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2991382-parent-q70972	title-q2991382	County of Provence	County	Duchy	title-q70972	Kingdom of France	Kingdom	987..1487	title-q71747	Duchy of Brittany	939..1547	501	fact-q71747-parent-q70972	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q573290-parent-q12548	title-q573290	County of Ravensberg	County	Duchy	title-q12548	Holy Roman Empire	Empire	1140..1806	title-q47261	Duchy of Bavaria	907..1805	666	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
