skip_fact_id	child_id	child_name	child_rank	expected_parent_rank	current_parent_id	current_parent_name	current_parent_rank	span	candidate_parent_id	candidate_parent_name	candidate_exists	overlap_years	bridge_fact_id	review_priority	notes
fact-q249428-parent-q154741	title-q249428	Grand Duchy of Berg	Duchy	Kingdom	title-q154741	Confederation of the Rhine	Crown	1806..1813	title-q153943	Kingdom of Westphalia	1807..1813	7	fact-q153943-parent-q154741	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q62633-parent-q34266	title-q62633	Grand Duchy of Finland	Duchy	Kingdom	title-q34266	Russian Empire	Empire	1809..1917	title-q1069959	Kingdom of Imereti	1260..1810	2	fact-q1069959-parent-q34266	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q704312-parent-q154741	title-q704312	Grand Duchy of Frankfurt	Duchy	Kingdom	title-q154741	Confederation of the Rhine	Crown	1810..1813	title-q153943	Kingdom of Westphalia	1807..1813	4	fact-q153943-parent-q154741	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q20135-parent-q151624	title-q20135	Grand Duchy of Hesse	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	title-q154195	Kingdom of Bavaria	1806..1918	52	fact-q154195-parent-q151624	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q20135-parent-q43287	title-q20135	Grand Duchy of Hesse	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	title-q154195	Kingdom of Bavaria	1806..1918	48	fact-q154195-parent-q43287	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q49683-parent-q172107	title-q49683	Grand Duchy of Lithuania	Duchy	Kingdom	title-q172107	Polish-Lithuanian Commonwealth	Crown	1569..1795	title-q171348	Crown of the Kingdom of Poland	1386..1795	227	fact-q171348-parent-q172107	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q158445-parent-q150981	title-q158445	Grand Duchy of Mecklenburg-Schwerin	Duchy	Kingdom	title-q150981	North German Confederation	Empire	1867..1870	title-q27306	Kingdom of Prussia	1701..1918	4	fact-q27306-parent-q150981	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q158445-parent-q151624	title-q158445	Grand Duchy of Mecklenburg-Schwerin	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	title-q154195	Kingdom of Bavaria	1806..1918	52	fact-q154195-parent-q151624	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q158445-parent-q43287	title-q158445	Grand Duchy of Mecklenburg-Schwerin	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	title-q154195	Kingdom of Bavaria	1806..1918	48	fact-q154195-parent-q43287	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q161215-parent-q150981	title-q161215	Grand Duchy of Mecklenburg-Strelitz	Duchy	Kingdom	title-q150981	North German Confederation	Empire	1867..1870	title-q27306	Kingdom of Prussia	1701..1918	4	fact-q27306-parent-q150981	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q161215-parent-q151624	title-q161215	Grand Duchy of Mecklenburg-Strelitz	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	title-q154195	Kingdom of Bavaria	1806..1918	52	fact-q154195-parent-q151624	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q693669-parent-q150981	title-q693669	Grand Duchy of Oldenburg	Duchy	Kingdom	title-q150981	North German Confederation	Empire	1867..1870	title-q27306	Kingdom of Prussia	1701..1918	4	fact-q27306-parent-q150981	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q693669-parent-q151624	title-q693669	Grand Duchy of Oldenburg	Duchy	Kingdom	title-q151624	German Confederation	Empire	1816..1866	title-q154195	Kingdom of Bavaria	1806..1918	51	fact-q154195-parent-q151624	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q693669-parent-q43287	title-q693669	Grand Duchy of Oldenburg	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	title-q154195	Kingdom of Bavaria	1806..1918	48	fact-q154195-parent-q43287	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q154849-parent-q12548	title-q154849	Grand Duchy of Tuscany	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1575..1801	title-q42585	Kingdom of Bohemia	1198..1918	227	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
