skip_fact_id	child_id	child_name	child_rank	expected_parent_rank	current_parent_id	current_parent_name	current_parent_rank	span	candidate_parent_id	candidate_parent_name	candidate_exists	overlap_years	bridge_fact_id	review_priority	notes
fact-q694594-parent-q12548	title-q694594	Duchy of Bremen and Verden	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1648..1806	title-q42585	Kingdom of Bohemia	1198..1918	159	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q326029-parent-q150981	title-q326029	Duchy of Brunswick	Duchy	Kingdom	title-q150981	North German Confederation	Empire	1867..1870	title-q27306	Kingdom of Prussia	1701..1918	4	fact-q27306-parent-q150981	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q326029-parent-q151624	title-q326029	Duchy of Brunswick	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	title-q154195	Kingdom of Bavaria	1806..1918	52	fact-q154195-parent-q151624	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q326029-parent-q43287	title-q326029	Duchy of Brunswick	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	title-q154195	Kingdom of Bavaria	1806..1918	48	fact-q154195-parent-q43287	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2360973-parent-q12548	title-q2360973	Duchy of Carniola	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1364..1803	title-q42585	Kingdom of Bohemia	1198..1918	440	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2360973-parent-q131964	title-q2360973	Duchy of Carniola	Duchy	Kingdom	title-q131964	Austrian Empire	Empire	1804..1866	title-q42585	Kingdom of Bohemia	1198..1918	63	fact-q42585-parent-q131964	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2360973-parent-q28513	title-q2360973	Duchy of Carniola	Duchy	Kingdom	title-q28513	Austria-Hungary	Empire	1867..1918	title-q42585	Kingdom of Bohemia	1198..1918	52	fact-q42585-parent-q28513	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q641138-parent-q12548	title-q641138	Duchy of Cleves	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1092..1795	title-q838931	Kingdom of Italy	961..1806	704	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q156038-parent-q172107	title-q156038	Duchy of Courland and Semigallia	Duchy	Kingdom	title-q172107	Polish-Lithuanian Commonwealth	Crown	1569..1795	title-q171348	Crown of the Kingdom of Poland	1386..1795	227	fact-q171348-parent-q172107	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q1991540-parent-q43287	title-q1991540	Duchy of Courland and Semigallia	Duchy	Kingdom	title-q43287	German Empire	Empire	1918..1918	title-q154195	Kingdom of Bavaria	1806..1918	1	fact-q154195-parent-q43287	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2252973-parent-q12548	title-q2252973	Duchy of Florence	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1532..1569	title-q42585	Kingdom of Bohemia	1198..1918	38	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q152420-parent-q12548	title-q152420	Duchy of Guelders	County	Duchy	title-q12548	Holy Roman Empire	Empire	1096..1795	title-q47261	Duchy of Bavaria	907..1805	700	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q704288-parent-q12548	title-q704288	Duchy of Holstein	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1474..1806	title-q42585	Kingdom of Bohemia	1198..1918	333	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q704288-parent-q151624	title-q704288	Duchy of Holstein	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	title-q154195	Kingdom of Bavaria	1806..1918	52	fact-q154195-parent-q151624	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q836937-parent-q12548	title-q836937	Duchy of Julich	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1003..1794	title-q838931	Kingdom of Italy	961..1806	792	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
