ck_id	county	decision	recommended_source_id	recommended_source_url	recommended_title_id	recommended_title_label	recommended_rank	recommended_exists	recommended_parent_id	recommended_parent_label	recommended_parent_span	confidence	next_action	notes
c_duklja	Duklja	already_accepted	src-wikidata-q1252942	https://www.wikidata.org/wiki/Q1252942	title-q1252942	Duklja	Duchy	854..1252	title-q12544	Byzantine Empire	854..1252	high	metrics_seed	Accepted parentage row from fixtures and pilot; do not re-import.
c_dunbar	Dunbar	reject_bad_lead										high	find_better_historical_title_source	Top lead is a family-name item. Possible Dunbar earldom material needs a separate sourced lead.
c_durham	Durham	ready_title_packet	src-wikipedia-county-palatine-durham	https://en.wikipedia.org/wiki/County_Palatine_of_Durham	title-q2992329	County Palatine of Durham	TheocraticState	883..1836				medium	parentage_source_followup	Better lead is the County Palatine of Durham. Title/rank candidate is plausible, but parentage needs direct custody beyond the city seed.
c_durne	Dürn	reject_bad_lead										high	find_better_historical_title_source	Top lead is a family-name item, not importable title material.
c_dvin	Dvin	reject_bad_lead										high	find_better_historical_title_source	Top lead resolves to Daugavpils in Latvia, a wrong-place lead for the Armenian Dvin seed.
c_pembrokeshire	Dyfed	ready_title_packet	src-wikidata-q956451	https://www.wikidata.org/wiki/Q956451	title-q956451	Kingdom of Dyfed	Kingdom	410..920				high	parentage_source_followup	Accepted title facts already exist from local fixtures. No accepted parentage is attached, so this is title-ready only.
c_dyrrachion	Dyrrachion	rank_policy_blocked	src-wikipedia-theme-dyrrhachium	https://en.wikipedia.org/wiki/Dyrrhachium_(theme)		Theme of Dyrrhachium	unmaterialized	9th c..1205				medium	define_theme_rank_or_defer	Better lead is a Byzantine theme, a military-civilian province. Current rank policy has no materialized Theme rank.
c_east_kiilt	East Kiilt	source_resolution_blocked										low	find_better_historical_title_source	No independent source lead found for the CK3 East Kiilt seed in this pass.
c_east_riding	East Riding	source_resolution_blocked	src-east-riding-archives	https://www.eastridingarchives.co.uk/collections/whats-in-the-archives/	title-q2194352	East Riding of Yorkshire	County					medium	find_bounded_title_and_parent_source	Archive lead supports long East Riding documentary coverage, but this pass did not establish bounded title_exists or parentage.
c_eichstadt	Eichstätt	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern town. Possible prince-bishopric material requires separate title/rank sourcing.
c_raniriki	Elfinn	source_resolution_blocked										low	find_better_historical_title_source	No independent source lead found for the CK3 Elfinn or Alfheimar seed in this pass.
c_elvas	Elvas	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a municipality. No bounded historical title packet found in this pass.
c_ennis	Ennis	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a town. No independent title or parentage source found in this pass.
c_epeiros	Epeiros	rank_policy_blocked	src-worldhistory-epirus	https://www.worldhistory.org/Despotate_of_Epirus/	title-q187684	Despotate of Epirus	unmaterialized	1205..1479				medium	define_despotate_rank_or_defer	Better lead is the Despotate of Epirus, a Byzantine successor state. Despotate rank semantics are not materialized for county promotion.
c_erbach	Erbach	reject_bad_lead										high	find_better_historical_title_source	Top lead is a family-name item. Possible county lordship evidence needs a separate sourced lead.
c_caernarfonshire	Eryri	source_resolution_blocked										medium	define_region_rank_or_defer	Top lead is Snowdonia/Eryri as a mountainous region, not a materialized title rank.
c_eschenlohe	Eschenlohe	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a municipality. No independent bounded title packet found.
c_essex	Essex	ready_title_packet	src-wikidata-q110888	https://www.wikidata.org/wiki/Q110888	title-q110888	Kingdom of Essex	Kingdom	527..825				high	parentage_source_followup	Accepted title facts already exist from local fixtures. No accepted parentage is attached, so this is title-ready only.
c_esztergom	Esztergom	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a city. Possible county or archbishopric material needs separate title/rank sourcing.
c_eu	Eu	source_resolution_blocked	src-wikipedia-eu-seine-maritime	https://en.wikipedia.org/wiki/Eu,_Seine-Maritime		County of Eu	County	996..				medium	find_bounded_title_end_and_parent_source	Source lead says County of Eu was created in 996, but this pass did not establish a safe end date or parentage span.
c_euboea	Euboea	source_resolution_blocked										medium	find_bounded_title_source	Top lead is an island. Possible lordship/triarchy material needs separate title and rank sourcing.
c_euchaita	Euchaita	rank_policy_blocked	src-wikidata-q383825	https://www.wikidata.org/wiki/Q383825	title-q383825	Euchaita	unmaterialized					medium	define_city_or_site_rank_or_defer	Top lead is an ancient town/site, not a materialized county-like title rank.
c_beja	Évora	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a municipality. No bounded historical title packet found in this pass.
c_evreux	Évreux	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a commune/city. Possible County of Evreux material needs separate bounded sourcing before title recommendation.
c_eystridalir	Eystridalir	source_resolution_blocked										low	find_better_historical_title_source	No independent source lead found for the CK3 Eystridalir seed in this pass.
c_faereyar	Færeyjar	source_resolution_blocked										medium	find_bounded_medieval_title_source	Top lead is the modern Faroe Islands polity. No bounded medieval title or parentage packet is ready.
c_falkenstein	Falkenstein	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a municipality. Possible noble county/lordship material needs separate sourcing.
c_famagusta	Famagusta	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a city. No independent bounded title packet found in this pass.
c_faro	Faro	source_resolution_blocked	src-wikipedia-faro-portugal	https://en.wikipedia.org/wiki/Faro,_Portugal		Faro						medium	find_bounded_title_source	Source lead supports ancient and Moorish settlement context, but not a bounded title-rank packet.
c_feher	Fehér	reject_bad_lead										high	find_better_historical_title_source	Top lead is a family-name item. Possible Hungarian county material needs a separate sourced lead.
c_sir_faesyfed	Ferlix	source_resolution_blocked										low	find_better_historical_title_source	No independent source lead found for the CK3 Ferlix/Radnorshire seed in this pass.
c_fermo	Fermo	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern Italian comune. Possible March or lordship material requires separate sourcing.
c_ferrara	Ferrara	already_accepted	src-wikipedia-duchy-ferrara	https://en.wikipedia.org/wiki/Duchy_of_Ferrara	title-q693570	Duchy of Ferrara	Duchy	1264..1597	title-q170174	Papal States	1597..1597	high	metrics_seed	Accepted endpoint parentage exists in fixtures; do not re-import.
c_fife	Fife	source_resolution_blocked	src-britannica-cupar	https://www.britannica.com/place/Cupar	title-q67479974	Fife	County					medium	find_bounded_county_or_earldom_source	Britannica supports Fife as a historic county context, but this pass did not establish bounded title_exists or parentage.
