ck_id	county	decision	recommended_source_id	recommended_source_url	recommended_title_id	recommended_title_label	recommended_rank	recommended_exists	recommended_parent_id	recommended_parent_label	recommended_parent_span	confidence	next_action	notes
c_athlone	Athlone	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern town; no historical title packet ready.
c_atholl	Atholl	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a historical division; earldom or mormaerdom material needs separate sourcing and rank review.
c_attica	Attica	source_resolution_blocked										medium	define_region_rank_or_defer	Top lead is a historical region; no materialized DUCHY title rank/date packet ready.
c_augsburg	Augsburg	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern city; bishopric/free-city material would need separate rank and date sourcing.
c_aunis	Aunis	source_resolution_blocked										medium	define_province_rank_or_defer	Top lead is a former province of France; province rank semantics remain unresolved.
c_nedenes	Austr Agðir	source_resolution_blocked	src-aust-agder	https://en.wikipedia.org/wiki/Aust-Agder			unmaterialized					medium	resolve_agder_or_nedenes_identity	Aust-Agder/Nedenes evidence points to later county/amt naming, while CK3 seed uses older Agdir/Egdafylki; identity and rank remain unresolved.
c_austisland	Austrland	source_resolution_blocked	src-landsfjordungur	https://is.wikipedia.org/wiki/Landsfj%C3%B3r%C3%B0ungur			unmaterialized					medium	define_iceland_quarter_or_region_rank	Better lead is Austfirðingafjórðungur/Austurland regional-quarter material; no modeled title rank or bounded packet ready.
c_auvergne	Auvergne	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a cultural/historical region; duchy/province material needs separate sourced identity and dates.
c_auxerre	Auxerre	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern commune; county/bishopric material would need separate sourcing.
c_avalois	Avalois	source_resolution_blocked										low	find_better_historical_title_source	No reliable independent title lead found in this pass; possible Burgundian regional identity remains unresolved.
c_aveiro	Aveiro	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern municipality; no independent historical title packet ready.
c_avila	Avila	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern municipality; no bounded medieval title packet ready.
c_aviovara	Aviovara	reject_bad_lead										high	find_better_historical_title_source	Top lead is a Finnish legal concept, not a place or title entity.
c_avlonas	Avlonas	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern town; no bounded historical title packet ready.
c_avranches	Avranches	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern commune; county/diocesan material needs separate sourcing.
c_ayrshire	Ayrshire	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a county area; this pass did not establish bounded title_exists or parentage.
c_aytos	Aytos	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern city/municipality; no historical title packet ready.
c_azysia	Azysia	source_resolution_blocked										low	find_better_historical_title_source	No reliable independent historical title lead found; CK3 seed remains source-resolution only.
c_babruysk	Babruysk	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern city; no historical title packet ready.
c_bacs	Bacs	source_resolution_blocked	src-wikidata-q852564	https://www.wikidata.org/wiki/Q852564	title-q852564	Bács-Bodrog County	County					medium	resolve_bacs_identity_and_dates	Better historical county lead is Bács-Bodrog County, but identity with CK3 Bacs and bounded dates need custody before promotion.
c_badajoz	Badajoz	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern municipality; taifa or county material needs separate sourced identity and dates.
c_baden	Baden	reject_bad_lead										high	find_better_historical_title_source	Top lead resolves to Baden in Morbihan, a wrong-place lead for the CK3 Swabian seed.
c_bagrewand	Bagrewand	source_resolution_blocked	src-wikipedia-bagrevand	https://en.wikipedia.org/wiki/Bagrevand	title-q4878100	Bagrevand	unmaterialized					medium	define_region_rank_or_defer	Independent lead supports Bagrevand as an Armenian historical region, not a materialized county title under current ranks.
c_bamberg	Bamberg	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern town; bishopric/prince-bishopric material needs separate rank and date sourcing.
c_bar	Bar	source_resolution_blocked										medium	find_bounded_title_source	Top lead is the Montenegro town, not the Lotharingian county/duchy; better Bar-le-Duc/County of Bar sourcing needed.
c_baranya	Baranya	source_resolution_blocked	src-wikidata-q15891578	https://www.wikidata.org/wiki/Q15891578	title-q15891578	Baranya County	County					medium	resolve_bounded_dates_before_packet	Better historical county lead found for Baranya County of the Kingdom of Hungary, but bounded dates and parentage are not packet-ready.
c_barcasag	Barcaság	source_resolution_blocked										medium	define_region_rank_or_defer	Top lead is Țara Bârsei, a historic/ethnographic area; no materialized title rank packet ready.
c_barcelona	Barcelona	ready_title_packet	src-britannica-barcelona-county	https://www.britannica.com/place/Barcelona-historical-county-Spain	title-q1233672	County of Barcelona	County	801..1164				medium	prepare_title_packet	Independent Britannica historical-county lead plus Wikidata dates support a title packet; parentage still needs separate review.
c_bari	Bari	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern city; Byzantine/duchy/catepanate material needs separate sourced identity and rank review.
c_barlad	Bârlad	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern city; no bounded historical title packet ready.
c_bars	Bars	reject_bad_lead										high	find_better_historical_title_source	Top lead resolves to a commune in Gers, France, a wrong-place lead for the Nitra/Great Moravia seed.
c_bartenstein	Bartia	source_resolution_blocked										medium	define_region_rank_or_defer	Top lead is a historical region; no materialized title rank/date packet ready.
c_bastia	Bastia	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern commune/city; no historical title packet ready.
c_bayeux	Bayeux	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern commune; county/diocesan material needs separate sourcing.
c_bearn	Béarn	rank_policy_blocked	src-britannica-bearn	https://www.britannica.com/place/Bearn	title-q213763	Béarn	unmaterialized	819..1790				high	define_viscounty_or_province_rank	Britannica supports Béarn becoming a viscounty in 819 and later autonomy; viscounty/former-province semantics are not materialized DUCHY ranks.
c_beaumont	Beaumont	reject_bad_lead										high	find_better_historical_title_source	Top lead resolves to Beaumont, Texas, a wrong-place lead for the CK3 Valois seed.
c_bedford	Bedford	source_resolution_blocked										medium	find_bounded_title_source	Top lead is the county town; Bedfordshire county title material needs separate identity/date sourcing.
c_bekes	Békés	reject_bad_lead										high	find_better_historical_title_source	Top lead is a family-name item, not importable title material.
c_bellac	Bellac	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern commune; no bounded historical title packet ready.
