ck_id	county	decision	recommended_source_id	recommended_source_url	recommended_title_id	recommended_title_label	recommended_rank	recommended_exists	recommended_parent_id	recommended_parent_label	recommended_parent_span	confidence	next_action	notes
c_carcassonne	Carcassonne	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern commune; county/viscounty material needs separate sourcing.
c_caria	Caria	reject_bad_lead										high	find_better_historical_title_source	Top lead is a genus item, a bad lead for the CK3 place.
c_carrick	Carrick	reject_bad_lead										high	find_better_historical_title_source	Top lead is a family-name item; possible Carrick district/earldom requires a different sourced lead.
c_casentino	Casentino	source_resolution_blocked										medium	define_region_rank_or_defer	Top lead is a valley/region; no materialized title rank/date packet ready.
c_caslav	Caslav	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern town; no bounded historical title packet ready.
c_castellon	Castellon	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern city; no bounded historical title packet ready.
c_castelo_branco	Castelo Branco	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a municipality; no bounded historical title packet ready.
c_agrigento	Castrogiovanni	reject_bad_lead										high	find_better_historical_title_source	Top lead is a family-name item, not importable title material.
c_soldin	Cedynia	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern town; no bounded historical title packet ready.
c_cephalonia	Cephalonia	source_resolution_blocked										medium	find_bounded_title_source	Top lead is an island; county/palatinate material needs separate sourcing.
c_cerasus	Cerasus	reject_bad_lead										high	find_better_historical_title_source	Top lead is a genus item, a bad lead for the CK3 place.
c_puigcerda	Cerdana	reject_bad_lead										high	find_better_historical_title_source	Top lead is a genus item; possible Cerdanya/Cerdagne title material requires a different sourced lead.
c_cardiganshire	Ceredigion	source_resolution_blocked	src-discover-ceredigion-story	https://www.discoverceredigion.wales/heritage-and-culture-to-explore/the-story-of-ceredigion/	title-q2578706	Kingdom of Ceredigion	Kingdom				medium		resolve_conflicting_dates_before_packet	Better historical title candidate found. County source supports Ceredigion/Seisyllwg/Deheubarth context, but date custody conflicts across leads, so no title_exists or parentage recommendation yet.
c_cetatea_alba	Cetatea Alba	already_accepted	src-wikidata-q8273263	https://www.wikidata.org/wiki/Q8273263	title-q8273263	Cetatea-Alba County	County	1925..1944	title-q203493	Kingdom of Romania	1925..1944	high	metrics_seed	Accepted parentage row from fixtures and pilot; do not re-import.
c_cetina	Cetina	reject_bad_lead										high	find_better_historical_title_source	Top lead resolves to a Spanish municipal capital, a wrong-place lead for this CK3 seed.
c_chalkidike	Chalkidike	source_resolution_blocked										low	find_better_historical_title_source	Top lead is an encyclopedia article item, not a title entity.
c_chalon	Chalon	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern commune; county material needs separate sourcing.
c_chalons	Chalons	reject_bad_lead										high	find_better_historical_title_source	Top lead is a family-name item, not importable title material.
