ck_id	county	decision	recommended_source_id	recommended_source_url	recommended_title_id	recommended_title_label	recommended_rank	recommended_exists	recommended_parent_id	recommended_parent_label	recommended_parent_span	confidence	next_action	notes
c_chornobyl	Chornobyl	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern/partially abandoned city. No independent bounded historical title or parentage packet was established.
c_cieszyn	Cieszyn	ready_title_packet	src-britannica-teschen	https://www.britannica.com/place/Teschen	title-duchy-teschen	Duchy of Teschen	Duchy	1290..1918				medium	parentage_source_followup	Better lead is the Duchy of Teschen/Cieszyn, centered on Cieszyn. Title packet is plausible; parentage spans need separate custody.
c_cilicia	Cilicia	reject_bad_lead										high	find_better_historical_title_source	Top lead is a modern ship, a bad lead. Cilicia may resolve to a region or Armenian Cilicia, but that identity needs separate source-resolution review.
c_clermont	Clermont	source_resolution_blocked										medium	find_bounded_title_source	Top lead is Clermont-Ferrand commune/city. Possible County of Clermont material needs separate bounded title sourcing.
c_clermont_sur_allier	Clermont-sur-Allier	source_resolution_blocked										low	find_better_historical_title_source	No independent historical title candidate was resolved for this CK3 seed in this pass.
c_cleves	Cleves	already_accepted	src-wikipedia-duchy-cleves	https://en.wikipedia.org/wiki/Duchy_of_Cleves	title-q641138	Duchy of Cleves	Duchy	1092..1795	title-q12548	Holy Roman Empire	1092..1795	high	metrics_seed	Accepted parentage already exists in fixtures for Duchy of Cleves under the Holy Roman Empire; do not re-import.
c_coburg	Coburg	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern town. Possible Coburg duchy/county material requires a sharper historical title source.
c_coimbra	Coimbra	source_resolution_blocked	src-britannica-coimbra	https://www.britannica.com/place/Coimbra-Portugal		County of Coimbra	County					medium	find_bounded_title_and_parent_source	Britannica and local history leads support Coimbra's reconquest and county context, but this pass did not establish safe bounded title_exists or parentage.
c_colmar	Colmar	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern commune. No independent bounded historical title or parentage packet was established.
c_cologne	Cologne	source_resolution_blocked										medium	find_bounded_title_source	Top lead is the modern city. Possible archbishopric/electorate material needs separate title/rank sourcing before promotion.
c_colonea	Colonea	rank_policy_blocked	src-wikipedia-theme-koloneia	https://en.wikipedia.org/wiki/Koloneia_(theme)		Theme of Koloneia	unmaterialized	before 863..1070s				medium	define_theme_rank_or_defer	Better lead is a Byzantine theme, not a materialized DUCHY county rank.
c_comminges	Comminges	source_resolution_blocked	src-fmg-comminges	https://fmg.ac/Projects/MedLands/toulcofo.htm		County of Comminges	County					medium	find_bounded_title_and_parent_source	Top lead is a family-name item, but a better County of Comminges lead exists. Bounded title dates and parentage remain unresolved.
c_como	Como	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern Italian city. Possible comital or episcopal material needs separate bounded title sourcing.
c_constanta	Constanta	source_resolution_blocked										medium	find_bounded_title_source	Top lead is the modern city. Ancient Tomis/Constantia city material would need city-rank policy and separate custody.
c_cordoba	Cordoba	source_resolution_blocked										medium	find_bounded_title_source	Top lead is the modern municipality. Emirate/caliphate or taifa material is not direct evidence for a county-scale Cordoba title.
c_cornouaille	Cornouaille	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a historic province. Possible kingdom/county of Cornouaille material needs bounded title and parentage sourcing.
c_cornwall	Cornwall	source_resolution_blocked	src-britannica-cornwall	https://www.britannica.com/summary/Cornwall-unitary-authority-England	title-q23148	Cornwall	County					medium	find_bounded_title_and_parent_source	Britannica supports Cornwall as a historic county and Celtic nation context, but no safe bounded title_exists or parentage packet is ready.
c_coruna	Coruna	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern municipality/city. No independent bounded historical title or parentage packet was established.
c_cosenza	Cosenza	reject_bad_lead										high	find_better_historical_title_source	Top lead is a family-name item, not importable title material.
c_cottbus	Cottbus	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern city. Possible lordship material needs separate bounded title sourcing.
c_craiova	Craiova	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern city. No independent bounded historical title or parentage packet was established.
c_cremona	Cremona	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern Italian city. Possible medieval commune/free-city material needs separate rank and date sourcing.
c_csanad	Csanad	source_resolution_blocked	src-wikipedia-csanad-county	https://en.wikipedia.org/wiki/Csan%C3%A1d_County	title-csanad-county	Csanad County	County					medium	resolve_interrupted_county_spans	Better lead is Csanad County of the Kingdom of Hungary, but the county has interrupted spans and reorganizations that need custody before packet creation.
c_csongrad	Csongrad	source_resolution_blocked	src-wikipedia-csongrad-county-former	https://en.wikipedia.org/wiki/Csongr%C3%A1d_County_(former)	title-csongrad-county	Csongrad County	County					medium	resolve_interrupted_county_spans	Better lead is former Csongrad County of the Kingdom of Hungary, but interrupted Ottoman/Habsburg and modern spans need custody before packet creation.
c_cuellar	Cuellar	reject_bad_lead										high	find_better_historical_title_source	Top lead is a family-name item, not importable title material.
c_cuenca	Cuenca	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern municipality/provincial capital. Possible taifa or lordship material needs separate title sourcing.
c_cumberland	Cumberland	source_resolution_blocked										medium	find_bounded_title_and_parent_source	Top lead is a historic county of England, but this pass did not establish safe bounded title_exists or parentage custody.
c_cuneo	Cuneo	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern city/comune. No bounded historical title packet was established.
c_czerska	Czersk	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern gmina. Possible Duchy of Czersk/Mazovian material needs separate source resolution.
c_dal	Dal	reject_bad_lead										high	find_better_historical_title_source	Top lead is the generic concept valley, a bad lead for the Swedish Dal/Dalsland seed.
c_dalabergslagen	Dalabergslagen	source_resolution_blocked										medium	define_region_rank_or_defer	Top lead is a regional part of Dalarna/Bergslagen. No materialized title rank or bounded parentage packet is ready.
c_dannenberg	Dannenberg	reject_bad_lead										high	find_better_historical_title_source	Top lead is a family-name item. Possible Dannenberg county/lordship material requires a different sourced lead.
c_debar	Debar	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern town. No independent bounded medieval title or parentage packet was established.
c_demetrias	Demetrias	reject_bad_lead										high	find_better_historical_title_source	Top lead is a beetle genus, not importable title material. The ancient Demetrias city lead would require separate city-rank review.
c_denia	Denia	ready_title_packet	src-wikipedia-taifa-denia	https://en.wikipedia.org/wiki/Taifa_of_D%C3%A9nia	title-taifa-denia	Taifa of Denia	Kingdom	1010..1227				medium	parentage_source_followup	Better lead is the medieval Taifa of Denia, an Islamic kingdom centered on Denia. Parentage and successor spans need separate custody.
c_derby	Derby	reject_bad_lead										high	find_better_historical_title_source	Top lead resolves to Derby, Connecticut, a wrong-place lead for the English Derby seed.
c_desmond	Desmond	ready_title_packet	src-wikipedia-kingdom-desmond	https://en.wikipedia.org/wiki/Kingdom_of_Desmond	title-kingdom-desmond	Kingdom of Desmond	Kingdom	1118..1596				medium	parentage_source_followup	Better lead is the Gaelic Kingdom of Desmond. Title packet is plausible; parentage needs direct source custody before import.
