ck_id	county	decision	recommended_source_id	recommended_source_url	recommended_title_id	recommended_title_label	recommended_rank	recommended_exists	recommended_parent_id	recommended_parent_label	recommended_parent_span	confidence	next_action	notes
c_bologna	Bologna	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern city and commune; commune, signoria, or papal-state context needs separate title/rank sourcing.
c_bordeaux	Bordeaux	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern city and commune; Bordelais or duchy/archdiocese material is not direct county-title evidence.
c_bornholm	Bornholm	source_resolution_blocked										medium	find_bounded_title_source	Top lead is an island; no bounded medieval title or parentage packet is ready.
c_borsod	Borsod	source_resolution_blocked	src-wikidata-q32367	https://www.wikidata.org/wiki/Q32367	title-q32367	Borsod County	County					medium	resolve_bounded_dates_before_packet	Better historical county lead found, but bounded dates and parentage are not packet-ready.
c_bouillon	Bouillon	source_resolution_blocked	src-wikipedia-duchy-bouillon	https://en.wikipedia.org/wiki/Duchy_of_Bouillon	title-q688859	Duchy of Bouillon	Duchy	1456..1794				medium	find_reviewed_duchy_parent_source	Better lead is the Duchy of Bouillon, but source custody and parentage need review before a packet.
c_boulogne	Boulogne	source_resolution_blocked	src-britannica-boulogne	https://www.britannica.com/place/Boulogne	title-candidate-county-of-boulogne	County of Boulogne	County					medium	find_bounded_county_source	Top lead is wrong-place Boulogne-Billancourt; Britannica confirms the port city context, but county title dates/parentage need separate sourcing.
c_bourbon	Bourbon	source_resolution_blocked										medium	find_bourbonnais_title_source	Top lead is Bourbon-Lancy; possible Bourbonnais/duchy title material needs separate sourced identity and dates.
c_brabant	Brabant	ready_title_packet	src-wikidata-q159856	https://www.wikidata.org/wiki/Q159856	title-q159856	Duchy of Brabant	Duchy	1183..1795				high	parentage_source_followup	Accepted title facts already exist from local fixtures; no accepted parentage is attached to this shard row.
c_braganza	Braganza	source_resolution_blocked										medium	find_duchy_or_city_title_source	Top lead is a family-name item; Bragança city/duchy material needs a different bounded source lead.
c_braila	Brăila	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern city; no independently sourced bounded historical title packet is ready.
c_brandenburg	Brandenburg	ready_title_packet	src-wikidata-q148499	https://www.wikidata.org/wiki/Q148499	title-q148499	Margraviate of Brandenburg	Duchy	1157..1806				high	parentage_source_followup	Accepted title facts already exist from local fixtures; the city lead should not be imported as a county parentage fact.
c_branicevo	Braničevo	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern Serbian district; medieval Braničevo fortress/region material needs separate title-rank sourcing.
c_braslau	Braslau	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is modern Braslaw city; no bounded Lithuanian/Polotsk title packet is ready.
c_brunswick	Braunschweig	source_resolution_blocked	src-wikidata-q326029	https://www.wikidata.org/wiki/Q326029	title-q326029	Duchy of Brunswick	Duchy	1815..1918				medium	resolve_city_vs_duchy_scope	Accepted Duchy of Brunswick facts exist locally, but this CK3 row resolves first to the city and needs scope review before reuse.
c_breifne	Breifne	ready_title_packet	src-wikidata-q905131	https://www.wikidata.org/wiki/Q905131	title-q905131	Kingdom of Breifne	Kingdom	700..1256				high	parentage_source_followup	Accepted title facts already exist from local fixtures; parentage remains a separate source-review gap.
c_breisgau	Breisgau	rank_policy_blocked	src-wikidata-q690971	https://www.wikidata.org/wiki/Q690971	title-q690971	Breisgau	Region					medium	define_region_rank_or_find_county_source	Top lead is a historical/geographic region; no materialized title rank/date packet is ready.
c_bremen	Bremen	source_resolution_blocked	src-wikidata-q694594	https://www.wikidata.org/wiki/Q694594	title-q694594	Duchy of Bremen and Verden	Duchy	1648..1823				medium	resolve_city_vs_duchy_or_archbishopric	Accepted duchy facts exist locally, but the CK3 city seed may instead require prince-archbishopric or free-city review.
c_brene	Brene	reject_bad_lead										high	find_better_historical_title_source	Top lead resolves to Brenelle, a commune in Aisne, France, a wrong-place lead for the Lausitz/Sorbia seed.
c_brescia	Brescia	source_resolution_blocked										medium	find_bounded_title_source	Top lead is a modern Italian city; Lombard city, county, or commune material needs separate bounded title sourcing.
c_breslau	Breslau	source_resolution_blocked										medium	find_bounded_title_source	Top lead is Wroclaw city; Silesian duchy or castellany material is not a direct county-title packet from this pass.
