ck_id	county	decision	recommended_source_id	recommended_source_url	recommended_title_id	recommended_title_label	recommended_rank	recommended_exists	recommended_parent_id	recommended_parent_label	recommended_parent_span	confidence	next_action	notes
c_hadrianopolis	Hadrianopolis	source_resolution_blocked										medium	resolve_correct_historical_city	The top lead is modern Edirne. Multiple historical Hadrianopolis/Adrianopolis identities are possible, and no bounded title packet is ready.
c_hainaut	Hainaut	source_resolution_blocked	src-wikipedia-county-of-hainaut	https://en.wikipedia.org/wiki/County_of_Hainaut	title-q1414991	County of Hainaut	County	1071..1797				medium	parentage_source_review	Better lead is the County of Hainaut with a plausible bounded span, but no parentage span is ready from this shard review.
c_halberstadt	Halberstadt	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern town. Bishopric/prince-bishopric material would need separate title/rank/date sourcing.
c_halland	Halland	rank_policy_blocked	src-museum-halland-history	https://www.museumhalland.se/en/history-of-halland/	title-q103691	Halland	Province					medium	define_province_rank_or_defer	Independent regional history supports Halland as a Danish/Swedish province, but province semantics are not a materialized county rank here.
c_hallstatt	Hallstatt	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern Austrian municipality and archaeological culture/place context; no bounded title packet ready.
c_halsingland	Halsingland	rank_policy_blocked	src-wikidata-q206564	https://www.wikidata.org/wiki/Q206564	title-q206564	Halsingland	Province					medium	define_province_rank_or_defer	Lead is a Swedish historical province; no materialized county-title or parentage packet is ready.
c_halych	Halych	source_resolution_blocked	src-encyclopedia-ukraine-galicia-volhynia	https://www.encyclopediaofukraine.com/display.asp?linkpath=pages%5CG%5CA%5CGalicia6VolhyniaPrincipalityof.htm	title-candidate-principality-of-halych	Principality of Halych	Principality					medium	find_bounded_title_and_parent_source	Better historical context is Halych/Galicia principality material, but rank, bounded dates, and parentage need separate custody.
c_hamburg	Hamburg	source_resolution_blocked										medium	find_free_city_or_county_source	Top lead is a sports club false match. Hamburg city/free-city material needs a separate bounded source before recommendation.
c_hampton	Hampshire	source_resolution_blocked	src-britannica-hampshire	https://www.britannica.com/summary/Hampshire-county-England	title-q67531563	Hampshire	HistoricCounty					medium	define_historic_county_rank_or_find_title	Britannica supports Hampshire as a historic county, but no bounded title_exists or parentage packet is ready.
c_hannover	Hannover	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is the modern city of Hanover. Duchy/electorate/kingdom material is separate from this county seed and needs distinct source custody.
c_havelberg	Havelberg	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern municipality. Bishopric/principality material would need separate rank and date sourcing.
c_hayk	Hayk	reject_bad_lead										high	resolve_correct_armenian_identity	Top lead is a particle physicist, not the CK3 Armenian Hayk seed or title material.
c_hedmork	Heiðmörk	reject_bad_lead										high	resolve_hedmark_not_iceland	Top lead is an Icelandic conservation area, a wrong-place lead for the Norwegian Hedmark/Heidmark seed.
c_helenopontus	Helenopontus	rank_policy_blocked	src-wikidata-q1227090	https://www.wikidata.org/wiki/Q1227090	title-q1227090	Diospontus / Helenopontus	Province					medium	define_roman_province_rank_or_defer	Lead resolves to a Roman province in Pontus; Roman province semantics are not currently a materialized county rank.
c_helgum	Helgum	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern Swedish settlement. No independent bounded historical title candidate was resolved.
c_harjadalen	Herdalr	source_resolution_blocked	src-wikidata-q213078	https://www.wikidata.org/wiki/Q213078	title-candidate-harjedalen	Harjedalen	Province					medium	define_province_or_district_rank	CK3 seed likely resolves to Harjedalen/Herjadalr, a province/traditional district; no materialized title packet is ready.
c_hereford	Herefordshire	source_resolution_blocked	src-britannica-herefordshire	https://www.britannica.com/place/Hereford-England	title-q67531905	Herefordshire	HistoricCounty					medium	define_historic_county_rank_or_find_title	Britannica supports Herefordshire as a historic county and notes shire origins by Athelstan's reign, but no bounded title_exists or parentage packet is ready.
c_hereti	Hereti	source_resolution_blocked	src-wikidata-q1934359	https://www.wikidata.org/wiki/Q1934359	title-candidate-kingdom-of-hereti	Kingdom of Hereti	Kingdom					medium	find_bounded_title_and_parent_source	Top lead is a family name, but a better historical kingdom lead exists; this pass did not establish bounded dates or parentage.
c_hertfordshire	Hertfordshire	source_resolution_blocked	src-wikidata-q67532100	https://www.wikidata.org/wiki/Q67532100	title-q67532100	Hertfordshire	HistoricCounty					medium	define_historic_county_rank_or_find_title	Top lead is a historic county, but no bounded title_exists or parentage packet is ready.
c_hewes	Heves	source_resolution_blocked	src-wikidata-q191604	https://www.wikidata.org/wiki/Q191604	title-q191604	Heves County	County					medium	resolve_bounded_dates_before_packet	Better lead is Heves County, but historical bounded dates and parentage custody were not established.
c_hildesheim	Hildesheim	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern city. Bishopric/prince-bishopric material needs separate rank/date sourcing.
c_hohenau	Hohenau	reject_bad_lead										high	resolve_correct_hohenau_source	Top lead is a city and district in Paraguay, not the CK3 Austrian Hohenau seed.
c_hohenberg	Hohenberg	source_resolution_blocked	src-wikidata-q675160	https://www.wikidata.org/wiki/Q675160	title-candidate-county-of-hohenberg	County of Hohenberg	County					medium	find_bounded_title_and_parent_source	Better lead is County of Hohenberg, but this pass did not establish safe bounded title_exists or parentage.
c_hohenburg	Hohenburg	source_resolution_blocked										low	resolve_historical_identity	Top lead has insufficient description and no independent bounded title candidate was resolved.
c_hohenlohe	Hohenlohe	source_resolution_blocked	src-wikidata-q705240	https://www.wikidata.org/wiki/Q705240	title-candidate-house-or-principality-of-hohenlohe	Hohenlohe	unmaterialized					medium	find_county_or_principality_title_source	Current lead is a modern district; better historical Hohenlohe material is dynastic/princely and needs separate title/rank/date sourcing.
c_holland	Holland	source_resolution_blocked	src-wikidata-q762943	https://www.wikidata.org/wiki/Q762943	title-q762943	County of Holland	County					high	parentage_source_review	Better lead is the locally materialized County of Holland; fixtures already have title facts, but this shard has no accepted parentage span.
c_honorias	Honorias	rank_policy_blocked	src-wikidata-q5897031	https://www.wikidata.org/wiki/Q5897031	title-q5897031	Honorias	Province	c.380..600s				medium	define_roman_province_rank_or_defer	Lead is a late Roman province; current policy does not materialize Roman province rank as a county title.
c_hont	Hont	reject_bad_lead										high	find_historical_hont_county_source	Top lead is a family name. A separate historical Hont county lead is needed before any title review.
c_hordalandi	Hörðaland	already_accepted	src-wikidata-q50625	https://www.wikidata.org/wiki/Q50625	title-q50625	Hordaland	County	1919..2019	title-q20	Kingdom of Norway	1919..2019	high	metrics_seed	Resolved to locally accepted title and parentage in fixtures; do not re-import.
c_hotin	Hotin	reject_bad_lead										high	resolve_khotyn_historical_source	Top lead is a 2021 album. The Hotin/Khotyn place or county identity needs a fresh source-resolution pass.
c_hradec	Hradec	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is Hradec Kralove city. No independent bounded county/title or parentage packet is ready.
c_hradyzk	Hradyzk	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is a modern Ukrainian urban-type settlement. No bounded historical title packet was resolved.
c_huesca	Huesca	source_resolution_blocked	src-wikidata-q2074737	https://www.wikidata.org/wiki/Q2074737	title-candidate-taifa-of-huesca	Taifa of Huesca	Taifa					medium	define_taifa_rank_or_find_county_source	Top lead is a modern municipality; possible taifa material is rank-policy/source-custody work, not a ready county packet.
c_huntingdonshire	Huntingdonshire	source_resolution_blocked	src-wikidata-q67266168	https://www.wikidata.org/wiki/Q67266168	title-q67266168	Huntingdonshire	HistoricCounty					medium	define_historic_county_rank_or_find_title	Top lead is a historic county, but no bounded title_exists or parentage packet is ready.
c_hunyad	Hunyad	reject_bad_lead										high	find_hunyad_county_source	Top lead is the Hunyadi family name, not a title. Historical Hunyad County needs separate source resolution.
c_hvosno	Hvosno	source_resolution_blocked	src-wikidata-q6592688	https://www.wikidata.org/wiki/Q6592688	title-q6592688	Hvosno	County					medium	find_bounded_title_and_parent_source	Lead is a medieval Serbian county, but this pass did not establish safe bounded title_exists or parentage.
c_connacht	Hy Many	source_resolution_blocked	src-wikidata-q4994052	https://www.wikidata.org/wiki/Q4994052	title-q4994052	Ui Maine	Kingdom					medium	find_bounded_title_and_parent_source	Better lead is the ancient Irish kingdom Ui Maine/Hy Many, but no bounded title_exists or parentage packet is ready.
c_bucuresti	Ialomita	source_resolution_blocked	src-wikidata-q193044	https://www.wikidata.org/wiki/Q193044	title-q193044	Ialomita County	County					medium	resolve_historical_county_dates	Top lead is a modern Romanian county; historical county/district dates and parentage were not established.
c_iasi	Iași	source_resolution_blocked										medium	find_bounded_historical_title_source	Top lead is the modern city of Iasi. County or Moldavian administrative material needs separate source custody.
c_iviza	Ibiza	source_resolution_blocked	src-wikidata-q52631	https://www.wikidata.org/wiki/Q52631	title-candidate-ibiza	Ibiza	unmaterialized					medium	find_bounded_title_source	Top lead is the modern municipality/island context; no bounded title rank or parentage packet is ready.
