shard_id	row_index	ck_id	county	ck_duchy	kingdom_867	kingdom_1066	kingdom_1178	empire_867	empire_1066	empire_1178	match_status	screen_status	top_qid	top_label	top_description	historical_title_id	historical_rank	historical_exists	accepted_parentage_count	scale_status	agent_task	notes
county-scale-003	111	c_berlin	Berlin	Nordmark	Pomerania	Pomerania	Pomerania	Baltic Empire	Baltic Empire	Baltic Empire	exact_label	defer	Q64	Berlin	federated state, capital and largest city of Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	112	c_bern	Bern	Transjurania	Burgundy	Burgundy	Burgundy	Francia	Francia	Francia	exact_label	defer	Q70	Bern	city in Switzerland, capital of the canton of Bern and de facto capital of Switzerland				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	113	c_beroe	Beroë	Philippopolis	Bulgaria	Bulgaria	Bulgaria	Byzantine Empire	Byzantine Empire	Byzantine Empire	fuzzy_label	defer	Q3828178	Beroe	genus of ctenophores				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	114	c_berry	Berry	Berry	France	France	France	Francia	Francia	Francia	exact_label	defer	Q827140	Berry	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	115	c_besancon	Besancon	Upper Burgundy	Burgundy	Burgundy	Burgundy	Francia	Francia	Francia	fuzzy_label	defer	Q37776	Besançon	commune in Doubs, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	116	c_beszterce	Beszterce	Transylvania	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	fuzzy_label	defer	Q187205	Bistrița	capital of Bistrița-Năsăud County, Romania				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	117	c_bethen	Bethen	Opolania	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	fuzzy_label	defer	Q48084431	Bethén	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	118	c_bezichi	Bezichi	Luki	Novgorod	Novgorod	Novgorod	Russia	Russia	Russia	no_result								0	source_resolution_needed	Resolve CK3 seed to independent historical source candidate.	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
county-scale-003	119	c_beziers	Béziers	Languedoc	Aquitaine	France	France	Francia	Francia	Francia	exact_label	defer	Q174019	Béziers	city in Hérault, Occitanie, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	120	c_bigorre	Bigorre	Armagnac	Aquitaine	France	France	Francia	Francia	Francia	exact_label	defer	Q65098197	Bigorre	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	121	c_bihar	Bihar	Bihar	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	exact_label	defer	Q1165	Bihar	state in eastern India				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	122	c_bithynia	Bithynia	Optimatoi	Nikaea	Nikaea	Nikaea	Byzantine Empire	Byzantine Empire	Byzantine Empire	exact_label	defer	Q151256	Bithynia	genus of molluscs				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	123	c_biton	Biton	Vuovdisámieana	Sápmi	Sápmi	Sápmi	Scandinavia	Scandinavia	Scandinavia	exact_label	defer	Q2904915	Biton	genus of arachnids				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	124	c_blankenburg	Blankenburg	Anhalt	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q525960	Blankenburg	town in the district of Harz, Saxony-Anhalt, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	125	c_blekinge	Blekinge	Skåne	Denmark	Denmark	Denmark	Scandinavia	Scandinavia	Scandinavia	exact_label	defer	Q675653	Blekinge	province in Sweden				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	126	c_blois	Blois	Berry	France	France	France	Francia	Francia	Francia	exact_label	defer	Q160927	Blois	French commune and city in Loir-et-Cher, Centre-Val de Loire				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	127	c_bothin	Boðin	Hálogaland	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	fuzzy_label	defer	Q23817355	Bodin	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	128	c_bodrog	Bodrog	Bacs	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	exact_label	defer	Q1853207	Bodrog	village in Cluj County, Romania				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	129	c_boeotia	Boeotia	Athens	Hellas	Hellas	Hellas	Byzantine Empire	Byzantine Empire	Byzantine Empire	fuzzy_label	defer	Q8257871	Boeotia Regional Unit	regional unit in Central Greece, Greece				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	130	c_boleslav	Boleslav	Bohemia	Bohemia	Bohemia	Bohemia	West-Slavia	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q111755551	Boleslav	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	131	c_bologna	Bologna	Romagna	Romagna	Romagna	Romagna	Italia	Italia	Italia	exact_label	defer	Q1891	Bologna	city and commune in Emilia-Romagna, Italy				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	132	c_bordeaux	Bordeaux	Gascogne	Aquitaine	France	France	Francia	Francia	Francia	exact_label	defer	Q1479	Bordeaux	city and commune in Gironde, New Aquitaine, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	133	c_bornholm	Bornholm	Skåne	Denmark	Denmark	Denmark	Scandinavia	Scandinavia	Scandinavia	exact_label	defer	Q769680	Bornholm	Danish island				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	134	c_borsod	Borsod	Ungvár	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	fuzzy_label	defer	Q188895	Borsod-Abaúj-Zemplén County	county of Hungary				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	135	c_bouillon	Bouillon	Luxembourg	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q20519968	Bouillon	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	136	c_boulogne	Boulogne	Flanders	France	France	France	Francia	Francia	Francia	fuzzy_label	defer	Q172455	Boulogne-Billancourt	French commune in Hauts-de-Seine, Île-de-France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	137	c_bourbon	Bourbon	Bourbon	Aquitaine	France	France	Francia	Francia	Francia	fuzzy_label	defer	Q829308	Bourbon-Lancy	commune in Saône-et-Loire, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	138	c_brabant	Brabant	Brabant	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q37459216	Brabant	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	139	c_braganza	Braganza	Portucale	Galicia	Galicia	Portugal	Hispania	Hispania	Hispania	exact_label	defer	Q37494042	Braganza	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	140	c_braila	Brăila	Muntenia	Wallachia	Wallachia	Wallachia	Carpathia	Carpathia	Carpathia	exact_label	defer	Q188478	Brăila	city in Brăila County, Muntenia, Romania				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	141	c_brandenburg	Brandenburg	Nordmark	Pomerania	Pomerania	Pomerania	Baltic Empire	Baltic Empire	Baltic Empire	fuzzy_label	defer	Q3931	Brandenburg an der Havel	city in Brandenburg, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	142	c_branicevo	Braničevo	Vidin	Bulgaria	Bulgaria	Bulgaria	Byzantine Empire	Byzantine Empire	Byzantine Empire	fuzzy_label	defer	Q861539	Braničevo District	District of Serbia				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	143	c_braslau	Braslau	Lithuania	Lithuania	Lithuania	Lithuania	Baltic Empire	Baltic Empire	Baltic Empire	fuzzy_label	defer	Q628623	Braslaw	city in Belarus				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	144	c_brunswick	Braunschweig	Ostfalen	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	fuzzy_label	defer	Q2773	Brunswick	city in Lower Saxony, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	145	c_breifne	Breifne	Connacht	Ireland	Ireland	Ireland	Britannia	Britannia	Britannia	exact_label	defer	Q67219625	Breifne	Journal devoted to the territory formerly comprising the kingdom of Breifne				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	146	c_breisgau	Breisgau	Alsace	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q690971	Breisgau	region in the southwest of Baden-Württemberg with the center of Freiburg im Breisgau				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	147	c_bremen	Bremen	Angria	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q24879	Bremen	city in the Bremen federated state, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	148	c_brene	Brene	Lausitz	Sorbia	East Francia	East Francia	West-Slavia	Holy Roman Empire	Holy Roman Empire	fuzzy_label	defer	Q851374	Brenelle	commune in Aisne, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	149	c_brescia	Brescia	Lombardy	Italy	Italy	Italy	Italia	Italia	Italia	exact_label	defer	Q6221	Brescia	Italian city in Lombardy				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-003	150	c_breslau	Breslau	Silesia	Poland	Poland	Poland	West-Slavia	West-Slavia	West-Slavia	fuzzy_label	defer	Q1799	Wrocław	city in the Lower Silesian Voivodeship, southwestern Poland, and historical capital of Silesia				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
