ck_id	county	duchy	top_qid	top_label	top_description	p31	inception	dissolution	start_time	end_time	screen_status	notes
c_cadiz	Cadiz	Seville	Q15682	Cádiz	municipality and capital city of the province of Cádiz, Spain	Q2074737	-1100				defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_cagliari	Cagliari	Sardinia	Q1897	Cagliari	Italian municipality, capital of Sardinia	Q747074; Q515; Q5119; Q3678588					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_caithness	Caithness	Moray	Q864668	Caithness	historic county, registration county, and lieutenancy area of Scotland	Q7309443; Q202435; Q21457810; Q67376938; Q1350181					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_calafat	Calafat	Oltenia	Q65099124	Calafat	family name	Q101352					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_calarasi	Călărași	Muntenia	Q212561	Călărași	city in Călărași County, Romania	Q640364; Q34843301; Q2264924; Q902814	1534				defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_calatayud	Calatayud	Aragon	Q496424	Calatayud	municipality of Spain	Q2074737					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_calatrava	Calatrava	Cordoba	Q195258	Calatrava	municipality of the Philippines in the province of Negros Occidental	Q24764					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_camarda	Camarda	Salerno	Q36861924	Camarda	family name	Q101352					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_cambray	Cambray	Brabant	Q181285	Cambrai	commune in Nord, France	Q484170					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_cambridgeshire	Cambridgeshire	East Anglia	Q30612390	Cambridgeshire	historic county of England	Q1138494					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_canavese	Canavese	Savoy	Q104593450	Canavese	family name	Q101352					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_cappadocia	Cappadocia	Cappadocia	Q217265	Cappadocia	historical region of Asia Minor	Q82794; Q570116; Q1620908					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_capua	Capua	Capua	Q5037105	Capua	genus of insects	Q16521					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_carcassonne	Carcassonne	Languedoc	Q6582	Carcassonne	French commune in Aude, Occitania	Q484170					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_caria	Caria	Cibyrrhaeot	Q1759972	Caria	genus of insects	Q310890					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_carrick	Carrick	Strathclyde	Q12955959	Carrick	family name	Q101352					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_casentino	Casentino	Romagna	Q1047110	Casentino	valley in Tuscany, Italy	Q39816					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_caslav	Čáslav	Bohemia	Q341777	Čáslav	town in the Czech Republic	Q5153359; Q15978299; Q7841907; Q7819319					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_castellon	Castellon	València	Q15092	Castellón de la Plana	city in the Valencian Community, Spain	Q2074737; Q515; Q1549591; Q123754112	1239				defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_castelo_branco	Castelo Branco	Coimbra	Q373720	Castelo Branco	municipality in Portugal	Q13217644	1213				defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_agrigento	Castrogiovanni	Sicily	Q21492259	Castrogiovanni	family name	Q101352					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_soldin	Cedynia	Pomerania	Q954143	Cedynia	town in Poland, in West Pomeranian Voivodeship, in Gryfino County	Q515; Q1200957					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_cephalonia	Cephalonia	Cephalonia	Q178488	Cephalonia	Greek island in the Ionian Sea	Q23442					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_cerasus	Cerasus	Chaldia	Q13174500	Cerasus	genus of plants	Q16521					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_puigcerda	Cerdaña	Barcelona	Q87146663	Cerdana	genus of plants	Q16521					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_cardiganshire	Ceredigion	Gwynedd	Q217829	Ceredigion	principal area in mid-Wales, corresponding to the historic county of Cardiganshire	Q15979307; Q28575					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_cetatea_alba	Cetatea Albă	Bugeac	Q8273263	Cetatea-Albă County	county of the Kingdom of Romania (1925-1940)	Q41720204	1925	1944			bounded_candidate	Has structured inception and dissolution claims; verify rank/entity semantics before fact promotion.
c_cetina	Cetina	Dalmatia	Q24019994	Cetina	capital of Cetina Municipality, Spain	Q121289819					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_chalkidike	Chalkidike	Thessalonika	Q50964500	Chalkidike 2 (Pauly-Wissowa)	encyclopedic article in Paulys Realencyclopädie der classischen Altertumswissenschaft (RE)	Q13433827					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_chalon	Chalon	Burgundy	Q203645	Chalon-sur-Saône	commune in Saône-et-Loire, France	Q484170					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_chalons	Chalons	Champagne	Q65099476	Chalons	family name	Q101352					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
