candidate_id	source_id	source_url	status	review_batch_id	import_scope	rank_basis	entity_class	source_claims_used	confidence_detail	parentage_status	query_readiness	exclusion_reason	notes
cand-q842199	src-wikidata-q842199	https://www.wikidata.org/wiki/Q842199	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Belarusian People's Republic; description: short lived Belarusian Republic from 1918 - 1919; article: https://en.wikipedia.org/wiki/Belarusian_People%27s_Republic
cand-q921640	src-wikidata-q921640	https://www.wikidata.org/wiki/Q921640	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Bolognese Republic; description: European polity; article: https://en.wikipedia.org/wiki/Bolognese_Republic
cand-q25340956	src-wikidata-q25340956	https://www.wikidata.org/wiki/Q25340956	pending	batch-500-candidates	contested_review	unsupported	other	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Bosnia (early medieval); description: Bosnian state in the Early Middle Ages; article: https://en.wikipedia.org/wiki/Bosnia_(early_medieval)
cand-q321371	src-wikidata-q321371	https://www.wikidata.org/wiki/Q321371	pending	batch-500-candidates	title_identity_only	literal	kingdom	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Bosporan Kingdom; description: Greco-Scythian state near Sea of Azov (c.438 BC–c.527 AD); article: https://en.wikipedia.org/wiki/Bosporan_Kingdom
cand-q207162	src-wikidata-q207162	https://www.wikidata.org/wiki/Q207162	pending	batch-500-candidates	contested_review	unsupported	other	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Bourbon Restoration in France; description: period of French history, 1814–1830; article: https://en.wikipedia.org/wiki/Bourbon_Restoration_in_France
cand-q157367	src-wikidata-q157367	https://www.wikidata.org/wiki/Q157367	pending	batch-500-candidates	contested_review	unsupported	other	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Brandenburg-Prussia; description: former country (1618–1701); article: https://en.wikipedia.org/wiki/Brandenburg%E2%80%93Prussia
cand-q327	src-wikidata-q327	https://www.wikidata.org/wiki/Q327	pending	batch-500-candidates	contested_review	unsupported	other	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Brittany; description: cultural area located in northwestern France; article: https://en.wikipedia.org/wiki/Brittany
cand-q556263	src-wikidata-q556263	https://www.wikidata.org/wiki/Q556263	pending	batch-500-candidates	title_identity_only	normalized	principality	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Brunswick-Lüneburg; description: former principality of the Holy Roman Empire; article: https://en.wikipedia.org/wiki/Duchy_of_Brunswick-L%C3%BCneburg
cand-q830084	src-wikidata-q830084	https://www.wikidata.org/wiki/Q830084	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Brunswick-Wolfenbüttel; description: section of the Duchy of Brunswick-Lunenburg; article: https://en.wikipedia.org/wiki/Principality_of_Brunswick-Wolfenb%C3%BCttel
cand-q568473	src-wikidata-q568473	https://www.wikidata.org/wiki/Q568473	pending	batch-500-candidates	title_identity_only	literal	empire	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Burgraviate of Nuremberg; description: state of the Holy Roman Empire; article: https://en.wikipedia.org/wiki/Burgraviate_of_Nuremberg
cand-q157109	src-wikidata-q157109	https://www.wikidata.org/wiki/Q157109	pending	batch-500-candidates	title_identity_only	normalized	duchy	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Burgundian Netherlands; description: portion of the Low Countries ruled by the Dukes of Burgundy in the period from 1384 to 1482; article: https://en.wikipedia.org/wiki/Burgundian_Netherlands
cand-q7882199	src-wikidata-q7882199	https://www.wikidata.org/wiki/Q7882199	pending	batch-500-candidates	contested_review	unsupported	other	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Burgundian State; description: historical government in what is now France and the Netherlands; article: https://en.wikipedia.org/wiki/Burgundian_State
cand-q2895	src-wikidata-q2895	https://www.wikidata.org/wiki/Q2895	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Byelorussian Soviet Socialist Republic; description: one of fifteen constituent republics of the Soviet Union (USSR); founding member of the United Nations Organization in 1945; now Belarus; article: https://en.wikipedia.org/wiki/Byelorussian_Soviet_Socialist_Republic
cand-q12544	src-wikidata-q12544	https://www.wikidata.org/wiki/Q12544	pending	batch-500-candidates	title_identity_only	literal	empire	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Byzantine Empire; description: Roman Empire during Late Antiquity and the Middle Ages; article: https://en.wikipedia.org/wiki/Byzantine_Empire
cand-q1079109	src-wikidata-q1079109	https://www.wikidata.org/wiki/Q1079109	pending	batch-500-candidates	contested_review	unsupported	other	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Calchfynydd; description: former country; article: https://en.wikipedia.org/wiki/Calchfynydd
cand-q171740	src-wikidata-q171740	https://www.wikidata.org/wiki/Q171740	pending	batch-500-candidates	title_identity_only	literal	empire	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Caliphate of Córdoba; description: state in Islamic Iberia (929–1031); article: https://en.wikipedia.org/wiki/Caliphate_of_C%C3%B3rdoba
cand-q501754	src-wikidata-q501754	https://www.wikidata.org/wiki/Q501754	pending	batch-500-candidates	contested_review	unsupported	other	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Carantania; description: former country; article: https://en.wikipedia.org/wiki/Carantania
cand-q31929	src-wikidata-q31929	https://www.wikidata.org/wiki/Q31929	pending	batch-500-candidates	title_identity_only	literal	empire	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Carolingian Empire; description: 800–843 final stage in the history of the early medieval realm of the Franks, ruled by the Carolingian dynasty; article: https://en.wikipedia.org/wiki/Carolingian_Empire
cand-q950644	src-wikidata-q950644	https://www.wikidata.org/wiki/Q950644	pending	batch-500-candidates	contested_review	unsupported	administrative_region	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Carpatho-Ukraine; description: short-lived autonomous region and unrecognized state; article: https://en.wikipedia.org/wiki/Carpatho-Ukraine
cand-q138837	src-wikidata-q138837	https://www.wikidata.org/wiki/Q138837	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Catalan Republic; description: self-proclaimed state in 2017; article: https://en.wikipedia.org/wiki/Catalan_Republic_(2017)
cand-q42345047	src-wikidata-q42345047	https://www.wikidata.org/wiki/Q42345047	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Catalan Republic; description: former independent state south of France and east of Spain (1640-1641); article: https://en.wikipedia.org/wiki/Catalan_Republic_(1640%E2%80%931641)
cand-q42346198	src-wikidata-q42346198	https://www.wikidata.org/wiki/Q42346198	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Catalan Republic (1931); description: April 1931 short-lived state on the Iberian Peninsula; article: https://en.wikipedia.org/wiki/Catalan_Republic_(1931)
cand-q42346134	src-wikidata-q42346134	https://www.wikidata.org/wiki/Q42346134	pending	batch-500-candidates	contested_review	unsupported	other	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Catalan State; description: short lived state in Catalonia and the Balearic Islands proclaimed in 1873; article: https://en.wikipedia.org/wiki/Catalan_State_(1873)
cand-q42346215	src-wikidata-q42346215	https://www.wikidata.org/wiki/Q42346215	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Catalan State; description: federated state of the Spanish Republic proclaimed in 1934; article: https://en.wikipedia.org/wiki/Catalan_State_(1934)
cand-q2042616	src-wikidata-q2042616	https://www.wikidata.org/wiki/Q2042616	pending	batch-500-candidates	title_identity_only	approximate	confederation	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Chalkidian League; description: federal state that existed on the Chalcidice peninsula; article: https://en.wikipedia.org/wiki/Chalcidian_League
cand-q213353	src-wikidata-q213353	https://www.wikidata.org/wiki/Q213353	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Cisalpine Republic; description: French client republic in Northern Italy (1797-1802); article: https://en.wikipedia.org/wiki/Cisalpine_Republic
cand-q655092	src-wikidata-q655092	https://www.wikidata.org/wiki/Q655092	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Cisrhenian Republic; description: former country; article: https://en.wikipedia.org/wiki/Cisrhenian_Republic
cand-q183150	src-wikidata-q183150	https://www.wikidata.org/wiki/Q183150	pending	batch-500-candidates	contested_review	unsupported	administrative_region	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Colchis; description: historical polity and region of Antiquity; article: https://en.wikipedia.org/wiki/Colchis
cand-q330362	src-wikidata-q330362	https://www.wikidata.org/wiki/Q330362	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Commonwealth of England; description: historic republic on the British Isles (1649–1660); article: https://en.wikipedia.org/wiki/Commonwealth_of_England
cand-q1122980	src-wikidata-q1122980	https://www.wikidata.org/wiki/Q1122980	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: Comtat Venaissin; description: countship; article: https://en.wikipedia.org/wiki/Comtat_Venaissin
cand-q5171759	src-wikidata-q5171759	https://www.wikidata.org/wiki/Q5171759	pending	batch-500-candidates	contested_review	unsupported	other	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Corniculum; description: ancient Latin town; article: https://en.wikipedia.org/wiki/Corniculum_(ancient_Latin_town)
cand-q71234	src-wikidata-q71234	https://www.wikidata.org/wiki/Q71234	pending	batch-500-candidates	contested_review	unsupported	free_city	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	unsupported		Candidate label: Corsican Republic; description: unrecognized European state (1755–1769); article: https://en.wikipedia.org/wiki/Corsican_Republic
cand-q1235737	src-wikidata-q1235737	https://www.wikidata.org/wiki/Q1235737	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Aragon; description: countship (802-1035); article: https://en.wikipedia.org/wiki/County_of_Aragon
cand-q1541613	src-wikidata-q1541613	https://www.wikidata.org/wiki/Q1541613	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Astarac; description: former province of France; article: https://en.wikipedia.org/wiki/Astarac
cand-q1233672	src-wikidata-q1233672	https://www.wikidata.org/wiki/Q1233672	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Barcelona; description: countship; article: https://en.wikipedia.org/wiki/County_of_Barcelona
cand-q642314	src-wikidata-q642314	https://www.wikidata.org/wiki/Q642314	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Burgundy; description: countship; article: https://en.wikipedia.org/wiki/County_of_Burgundy
cand-q1541699	src-wikidata-q1541699	https://www.wikidata.org/wiki/Q1541699	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Empúries; description: Medieval Catalonian county (812–1402); article: https://en.wikipedia.org/wiki/County_of_Emp%C3%BAries
cand-q157070	src-wikidata-q157070	https://www.wikidata.org/wiki/Q157070	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Flanders; description: county and historic territory in the Low Countries; article: https://en.wikipedia.org/wiki/County_of_Flanders
cand-q675363	src-wikidata-q675363	https://www.wikidata.org/wiki/Q675363	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Geneva; description: countship; article: https://en.wikipedia.org/wiki/County_of_Geneva
cand-q762943	src-wikidata-q762943	https://www.wikidata.org/wiki/Q762943	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Holland; description: state of the Holy Roman Empire and part of the Habsburg Netherlands: in 1579 became partly the Dutch Republic; article: https://en.wikipedia.org/wiki/County_of_Holland
cand-q5177890	src-wikidata-q5177890	https://www.wikidata.org/wiki/Q5177890	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Luxembourg; description: county in Western Europe during the Middle Ages; article: https://en.wikipedia.org/wiki/County_of_Luxembourg
cand-q700198	src-wikidata-q700198	https://www.wikidata.org/wiki/Q700198	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Mark; description: county and state in the Lower Rhenish–Westphalian Circle of the Holy Roman Empire; article: https://en.wikipedia.org/wiki/County_of_Mark
cand-q589251	src-wikidata-q589251	https://www.wikidata.org/wiki/Q589251	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Montbéliard; description: feudal county; article: https://en.wikipedia.org/wiki/County_of_Montb%C3%A9liard
cand-q599613	src-wikidata-q599613	https://www.wikidata.org/wiki/Q599613	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Namur; description: countship; article: https://en.wikipedia.org/wiki/County_of_Namur
cand-q12817455	src-wikidata-q12817455	https://www.wikidata.org/wiki/Q12817455	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Nassau; description: German state within the Holy Roman Empire during the middle ages, or one of its many successor counties; article: https://en.wikipedia.org/wiki/County_of_Nassau
cand-q706553	src-wikidata-q706553	https://www.wikidata.org/wiki/Q706553	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Nice; description: county of Savoy; article: https://en.wikipedia.org/wiki/County_of_Nice
cand-q3688464	src-wikidata-q3688464	https://www.wikidata.org/wiki/Q3688464	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Novellara and Bagnolo; description: former independent state in Northern Italy; article: https://en.wikipedia.org/wiki/County_of_Novellara_and_Bagnolo
cand-q1139807	src-wikidata-q1139807	https://www.wikidata.org/wiki/Q1139807	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Portugal; description: county in Southwestern Europe between 868–1139, predecessor of the Kingdom of Portugal; article: https://en.wikipedia.org/wiki/County_of_Portugal
cand-q2991382	src-wikidata-q2991382	https://www.wikidata.org/wiki/Q2991382	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Provence; description: historical county (855-1487); article: https://en.wikipedia.org/wiki/County_of_Provence
cand-q573290	src-wikidata-q573290	https://www.wikidata.org/wiki/Q573290	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Ravensberg; description: county of the Holy Roman Empire, in modern North Rhine-Westphalia; article: https://en.wikipedia.org/wiki/County_of_Ravensberg
cand-q1297894	src-wikidata-q1297894	https://www.wikidata.org/wiki/Q1297894	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Ribagorza; description: medieval county; article: https://en.wikipedia.org/wiki/County_of_Ribagorza
cand-q1232887	src-wikidata-q1232887	https://www.wikidata.org/wiki/Q1232887	pending	batch-500-candidates	title_identity_only	literal	county	label,description,enwiki_sitelink,continent	wikidata_structured_single	none_reviewed	existence_only		Candidate label: County of Savoy; description: countship; article: https://en.wikipedia.org/wiki/County_of_Savoy
