skip_fact_id	child_id	child_name	child_rank	expected_parent_rank	current_parent_id	current_parent_name	current_parent_rank	span	candidate_parent_id	candidate_parent_name	candidate_exists	overlap_years	bridge_fact_id	review_priority	notes
fact-q556263-parent-q12548	title-q556263	Brunswick-Luneburg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1235..1806	title-q42585	Kingdom of Bohemia	1198..1918	572	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q830084-parent-q12548	title-q830084	Brunswick-Wolfenbuttel	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1269..1806	title-q42585	Kingdom of Bohemia	1198..1918	538	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q568473-parent-q12548	title-q568473	Burgraviate of Nuremberg	County	Duchy	title-q12548	Holy Roman Empire	Empire	1105..1440	title-q47261	Duchy of Bavaria	907..1805	336	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q1122980-parent-q170174	title-q1122980	Comtat Venaissin	County	Duchy	title-q170174	Papal States	TheocraticState	1274..1791	title-q693570	Duchy of Ferrara	1264..1597	324	fact-q693570-parent-q170174	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q642314-parent-q12548	title-q642314	County of Burgundy	County	Duchy	title-q12548	Holy Roman Empire	Empire	982..1678	title-q47261	Duchy of Bavaria	907..1805	697	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q157070-parent-q12548	title-q157070	County of Flanders	County	Duchy	title-q12548	Holy Roman Empire	Empire	962..1797	title-q47261	Duchy of Bavaria	907..1805	836	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q675363-parent-q12548	title-q675363	County of Geneva	County	Duchy	title-q12548	Holy Roman Empire	Empire	1032..1401	title-q47261	Duchy of Bavaria	907..1805	370	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q762943-parent-q12548	title-q762943	County of Holland	County	Duchy	title-q12548	Holy Roman Empire	Empire	962..1795	title-q47261	Duchy of Bavaria	907..1805	834	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q921473-parent-q70972	title-q921473	County of La Marche	County	Duchy	title-q70972	Kingdom of France	Kingdom	1527..1527	title-q71747	Duchy of Brittany	939..1547	1	fact-q71747-parent-q70972	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q5177890-parent-q12548	title-q5177890	County of Luxembourg	County	Duchy	title-q12548	Holy Roman Empire	Empire	963..1354	title-q47261	Duchy of Bavaria	907..1805	392	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q589251-parent-q12548	title-q589251	County of Montbeliard	County	Duchy	title-q12548	Holy Roman Empire	Empire	1042..1793	title-q47261	Duchy of Bavaria	907..1805	752	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q599613-parent-q12548	title-q599613	County of Namur	County	Duchy	title-q12548	Holy Roman Empire	Empire	981..1795	title-q47261	Duchy of Bavaria	907..1805	815	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q12817455-parent-q12548	title-q12817455	County of Nassau	County	Duchy	title-q12548	Holy Roman Empire	Empire	1160..1806	title-q148499	Margraviate of Brandenburg	1157..1806	647	fact-q148499-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2991382-parent-q70972	title-q2991382	County of Provence	County	Duchy	title-q70972	Kingdom of France	Kingdom	987..1487	title-q71747	Duchy of Brittany	939..1547	501	fact-q71747-parent-q70972	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q573290-parent-q12548	title-q573290	County of Ravensberg	County	Duchy	title-q12548	Holy Roman Empire	Empire	1140..1806	title-q47261	Duchy of Bavaria	907..1805	666	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q1232887-parent-q12548	title-q1232887	County of Savoy	County	Duchy	title-q12548	Holy Roman Empire	Empire	1003..1416	title-q47261	Duchy of Bavaria	907..1805	414	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2991474-parent-q12548	title-q2991474	County of Wurttemberg	County	Duchy	title-q12548	Holy Roman Empire	Empire	1083..1495	title-q47261	Duchy of Bavaria	907..1805	413	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q16550783-parent-q150981	title-q16550783	Duchy of Anhalt	Duchy	Kingdom	title-q150981	North German Confederation	Empire	1867..1870	title-q27306	Kingdom of Prussia	1701..1918	4	fact-q27306-parent-q150981	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q16550783-parent-q151624	title-q16550783	Duchy of Anhalt	Duchy	Kingdom	title-q151624	German Confederation	Empire	1863..1866	title-q154195	Kingdom of Bavaria	1806..1918	4	fact-q154195-parent-q151624	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q16550783-parent-q43287	title-q16550783	Duchy of Anhalt	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	title-q154195	Kingdom of Bavaria	1806..1918	48	fact-q154195-parent-q43287	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q3624335-parent-q12548	title-q3624335	Duchy of Austria	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1156..1453	title-q838931	Kingdom of Italy	961..1806	298	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q47261-parent-q12548	title-q47261	Duchy of Bavaria	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1805	title-q838931	Kingdom of Italy	961..1806	844	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q151095-parent-q12548	title-q151095	Duchy of Berg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1380..1806	title-q42585	Kingdom of Bohemia	1198..1918	427	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2162698-parent-q12548	title-q2162698	Duchy of Bohemia	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1002..1198	title-q838931	Kingdom of Italy	961..1806	197	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q159856-parent-q12548	title-q159856	Duchy of Brabant	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1183..1795	title-q838931	Kingdom of Italy	961..1806	613	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q694594-parent-q12548	title-q694594	Duchy of Bremen and Verden	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1648..1806	title-q42585	Kingdom of Bohemia	1198..1918	159	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q326029-parent-q150981	title-q326029	Duchy of Brunswick	Duchy	Kingdom	title-q150981	North German Confederation	Empire	1867..1870	title-q27306	Kingdom of Prussia	1701..1918	4	fact-q27306-parent-q150981	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q326029-parent-q151624	title-q326029	Duchy of Brunswick	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	title-q154195	Kingdom of Bavaria	1806..1918	52	fact-q154195-parent-q151624	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q326029-parent-q43287	title-q326029	Duchy of Brunswick	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	title-q154195	Kingdom of Bavaria	1806..1918	48	fact-q154195-parent-q43287	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2360973-parent-q12548	title-q2360973	Duchy of Carniola	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1364..1803	title-q42585	Kingdom of Bohemia	1198..1918	440	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2360973-parent-q131964	title-q2360973	Duchy of Carniola	Duchy	Kingdom	title-q131964	Austrian Empire	Empire	1804..1866	title-q42585	Kingdom of Bohemia	1198..1918	63	fact-q42585-parent-q131964	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2360973-parent-q28513	title-q2360973	Duchy of Carniola	Duchy	Kingdom	title-q28513	Austria-Hungary	Empire	1867..1918	title-q42585	Kingdom of Bohemia	1198..1918	52	fact-q42585-parent-q28513	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q641138-parent-q12548	title-q641138	Duchy of Cleves	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1092..1795	title-q838931	Kingdom of Italy	961..1806	704	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q156038-parent-q172107	title-q156038	Duchy of Courland and Semigallia	Duchy	Kingdom	title-q172107	Polish-Lithuanian Commonwealth	Crown	1569..1795	title-q171348	Crown of the Kingdom of Poland	1386..1795	227	fact-q171348-parent-q172107	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q1991540-parent-q43287	title-q1991540	Duchy of Courland and Semigallia	Duchy	Kingdom	title-q43287	German Empire	Empire	1918..1918	title-q154195	Kingdom of Bavaria	1806..1918	1	fact-q154195-parent-q43287	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2252973-parent-q12548	title-q2252973	Duchy of Florence	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1532..1569	title-q42585	Kingdom of Bohemia	1198..1918	38	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q152420-parent-q12548	title-q152420	Duchy of Guelders	County	Duchy	title-q12548	Holy Roman Empire	Empire	1096..1795	title-q47261	Duchy of Bavaria	907..1805	700	fact-q47261-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q704288-parent-q12548	title-q704288	Duchy of Holstein	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1474..1806	title-q42585	Kingdom of Bohemia	1198..1918	333	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q704288-parent-q151624	title-q704288	Duchy of Holstein	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	title-q154195	Kingdom of Bavaria	1806..1918	52	fact-q154195-parent-q151624	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q836937-parent-q12548	title-q836937	Duchy of Julich	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1003..1794	title-q838931	Kingdom of Italy	961..1806	792	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q1352878-parent-q172107	title-q1352878	Duchy of Livonia	Duchy	Kingdom	title-q172107	Polish-Lithuanian Commonwealth	Crown	1569..1621	title-q171348	Crown of the Kingdom of Poland	1386..1795	53	fact-q171348-parent-q172107	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q155019-parent-q12548	title-q155019	Duchy of Lorraine	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1766	title-q838931	Kingdom of Italy	961..1806	805	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2719360-parent-q12548	title-q2719360	Duchy of Luxembourg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1353..1795	title-q42585	Kingdom of Bohemia	1198..1918	443	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q766501-parent-q12548	title-q766501	Duchy of Mantua	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1530..1797	title-q42585	Kingdom of Bohemia	1198..1918	268	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q933592-parent-q12548	title-q933592	Duchy of Massa and Carrara	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1473..1806	title-q42585	Kingdom of Bohemia	1198..1918	334	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q11024667-parent-q12548	title-q11024667	Duchy of Mecklenburg-Schwerin	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1701..1806	title-q42585	Kingdom of Bohemia	1198..1918	106	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q153529-parent-q12548	title-q153529	Duchy of Milan	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1395..1797	title-q42585	Kingdom of Bohemia	1198..1918	403	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q1615455-parent-q12548	title-q1615455	Duchy of Mirandola	County	Duchy	title-q12548	Holy Roman Empire	Empire	1310..1710	title-q686965	Anhalt-Bernburg	1252..1863	401	fact-q686965-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q252580-parent-q12548	title-q252580	Duchy of Modena and Reggio	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1452..1796	title-q42585	Kingdom of Bohemia	1198..1918	345	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q836680-parent-q151624	title-q836680	Duchy of Nassau	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	title-q154195	Kingdom of Bavaria	1806..1918	52	fact-q154195-parent-q151624	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q165040-parent-q12548	title-q165040	Duchy of Parma and Piacenza	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1748..1801	title-q42585	Kingdom of Bohemia	1198..1918	54	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q696640-parent-q12548	title-q696640	Duchy of Pomerania	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1121..1637	title-q838931	Kingdom of Italy	961..1806	517	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q661340-parent-q28513	title-q661340	Duchy of Salzburg	Duchy	Kingdom	title-q28513	Austria-Hungary	Empire	1867..1918	title-q42585	Kingdom of Bohemia	1198..1918	52	fact-q42585-parent-q28513	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q426025-parent-q12548	title-q426025	Duchy of Savoy	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1416..1806	title-q42585	Kingdom of Bohemia	1198..1918	391	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q157710-parent-q12548	title-q157710	Duchy of Saxe-Meiningen	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1675..1806	title-q42585	Kingdom of Bohemia	1198..1918	132	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q157710-parent-q151624	title-q157710	Duchy of Saxe-Meiningen	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	title-q154195	Kingdom of Bavaria	1806..1918	52	fact-q154195-parent-q151624	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q157710-parent-q43287	title-q157710	Duchy of Saxe-Meiningen	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	title-q154195	Kingdom of Bavaria	1806..1918	48	fact-q154195-parent-q43287	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q164092-parent-q12548	title-q164092	Duchy of Saxony	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1296	title-q838931	Kingdom of Italy	961..1806	335	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q693980-parent-q12548	title-q693980	Duchy of Swabia	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1313	title-q838931	Kingdom of Italy	961..1806	352	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q152115-parent-q71084	title-q152115	Duchy of Warsaw	Duchy	Kingdom	title-q71084	First French Empire	Empire	1807..1815	title-q223936	Kingdom of Italy	1805..1814	8	fact-q223936-parent-q71084	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q657241-parent-q12548	title-q657241	Duchy of Westphalia	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1180..1803	title-q838931	Kingdom of Italy	961..1806	624	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2227570-parent-q12548	title-q2227570	Duchy of Wurttemberg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1495..1803	title-q42585	Kingdom of Bohemia	1198..1918	309	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q22880-parent-q12548	title-q22880	Electoral Palatinate	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1085..1803	title-q838931	Kingdom of Italy	961..1806	719	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q637238-parent-q12548	title-q637238	Electorate of Baden	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1803..1806	title-q42585	Kingdom of Bohemia	1198..1918	4	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q256961-parent-q12548	title-q256961	Electorate of Bavaria	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1623..1805	title-q42585	Kingdom of Bohemia	1198..1918	183	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q7904317-parent-q12548	title-q7904317	Electorate of Cologne	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1803	title-q838931	Kingdom of Italy	961..1806	842	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q706018-parent-q12548	title-q706018	Electorate of Hanover	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1692..1806	title-q42585	Kingdom of Bohemia	1198..1918	115	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q529605-parent-q151624	title-q529605	Electorate of Hesse	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	title-q154195	Kingdom of Bavaria	1806..1918	52	fact-q154195-parent-q151624	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q284667-parent-q12548	title-q284667	Electorate of Mainz	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1803	title-q838931	Kingdom of Italy	961..1806	842	fact-q838931-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q156199-parent-q12548	title-q156199	Electorate of Saxony	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1356..1806	title-q42585	Kingdom of Bohemia	1198..1918	451	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2172530-parent-q12548	title-q2172530	Electorate of Wurttemberg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1803..1806	title-q42585	Kingdom of Bohemia	1198..1918	4	fact-q42585-parent-q12548	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q692946-parent-q131964	title-q692946	Gorizia and Gradisca	County	Duchy	title-q131964	Austrian Empire	Empire	1804..1866	title-q699964	Archduchy of Austria	1358..1918	63	fact-q699964-parent-q131964	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q692946-parent-q28513	title-q692946	Gorizia and Gradisca	County	Duchy	title-q28513	Austria-Hungary	Empire	1867..1918	title-q699964	Archduchy of Austria	1358..1918	52	fact-q699964-parent-q28513	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q186320-parent-q151624	title-q186320	Grand Duchy of Baden	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	title-q154195	Kingdom of Bavaria	1806..1918	52	fact-q154195-parent-q151624	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q186320-parent-q43287	title-q186320	Grand Duchy of Baden	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	title-q154195	Kingdom of Bavaria	1806..1918	48	fact-q154195-parent-q43287	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q249428-parent-q154741	title-q249428	Grand Duchy of Berg	Duchy	Kingdom	title-q154741	Confederation of the Rhine	Crown	1806..1813	title-q153943	Kingdom of Westphalia	1807..1813	7	fact-q153943-parent-q154741	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q62633-parent-q34266	title-q62633	Grand Duchy of Finland	Duchy	Kingdom	title-q34266	Russian Empire	Empire	1809..1917	title-q1069959	Kingdom of Imereti	1260..1810	2	fact-q1069959-parent-q34266	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q704312-parent-q154741	title-q704312	Grand Duchy of Frankfurt	Duchy	Kingdom	title-q154741	Confederation of the Rhine	Crown	1810..1813	title-q153943	Kingdom of Westphalia	1807..1813	4	fact-q153943-parent-q154741	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q20135-parent-q151624	title-q20135	Grand Duchy of Hesse	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	title-q154195	Kingdom of Bavaria	1806..1918	52	fact-q154195-parent-q151624	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q20135-parent-q43287	title-q20135	Grand Duchy of Hesse	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	title-q154195	Kingdom of Bavaria	1806..1918	48	fact-q154195-parent-q43287	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q49683-parent-q172107	title-q49683	Grand Duchy of Lithuania	Duchy	Kingdom	title-q172107	Polish-Lithuanian Commonwealth	Crown	1569..1795	title-q171348	Crown of the Kingdom of Poland	1386..1795	227	fact-q171348-parent-q172107	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
