ck_id	county	duchy	top_qid	top_label	top_description	p31	inception	dissolution	start_time	end_time	screen_status	notes
c_gleichenstein	Gleichenstein	Thüringia	Q21204679	Gleichenstein, Hans Basilius Edler von (ADB)	entry in the Allgemeine Deutsche Biographie	Q19389637					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_gloucestershire	Gloucestershire	Hwicce	Q67508687	Gloucestershire	historic county of England	Q1138494					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_gnezdovo	Gnezdovo	Smolensk	Q13424755	Gnyozdovo	village in Smolensky District, Smolensk Oblast, Russia	Q5084					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_gnieznienska	Gniezno	Polania	Q51432	Gniezno	city in central-western Poland	Q2616791; Q515; Q13416557; Q129268952					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_gorz	Goriza	Friuli	Q5775310	Gorizan	village in Iran	Q532					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_gorlitz	Görlitz	Meissen	Q4077	Görlitz	town in Saxony, Germany	Q448801; Q1375749; Q42744322; Q902814; Q67123843; Q134626					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_gottingen	Goslar	Thüringia	Q3896	Goslar	historic town in Lower Saxony, Germany	Q1548525; Q707813; Q42744322; Q134626; Q133997300					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_gostyninska	Gostynin	Mazovia	Q983735	Gostynin	city and urban gmina of Poland	Q2616791; Q13416557					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_gutland	Gotland	Visby	Q374794	Region Gotland	municipality in Gotland County, Sweden	Q127448; Q65196511; Q1754161	1971				defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_gowrie	Gowrie	Albany	Q1932397	Gowrie	human settlement in Webster County, Iowa, United States of America	Q1093829					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_granada	Granada	Granada	Q8810	Granada	municipality and capital of the province of Granada, Spain	Q2074737					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_graz	Graz	Steyermark	Q13298	Graz	capital of Styria, Austria	Q667509; Q13539802; Q262882; Q1549591; Q871419					defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_grisons	Grisons	Currezia	Q11925	Canton of the Grisons	canton of Switzerland	Q23058	1496				defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_grobin	Grobin	Courland	Q757049	Grobiņa	city and capital of South Kurzeme Municipality, Latvia	Q15584664	1695				defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
c_grodno	Grodno	Grodno	Q181376	Horadnia	city in Belarus, capital of Horadnia Region	Q7930989; Q1549591; Q79323854	1000				defer	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
