title_id	name	rank	exists	parentage_count	review_priority	notes
title-q180393	Kingdom of the Two Sicilies	Kingdom	1738..1861	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q181254	Empire of Nicaea	Empire	1204..1261	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q18285930	German Empire of 1848/1849	Empire	1848..1849	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q186537	Khanate of Qazan	Empire	1438..1552	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q187035	Principality of Albania	Duchy	1914..1925	0	blocked_parentage_review	Reviewed blocker: World War I protectorate and occupation sources are partial or outside the accepted title span; needs contested/de facto or split-control relation modeling before parentage import.
title-q187461	Kingdom of Hereti	Kingdom	893..1020	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q19083	Kingdom of Iberia	Kingdom	-299..580	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q191077	Kingdom of Yugoslavia	Kingdom	1929..1945	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q191484	Old Great Bulgaria	Empire	632..668	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q195972	Kingdom of Kartli	Kingdom	1466..1762	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q199688	Almohad Caliphate	Empire	1121..1269	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q20	Kingdom of Norway	Kingdom	1905..2026	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q200262	Kingdom of Navarre	Kingdom	1162..1841	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q200464	Portuguese Empire	Empire	1415..1999	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q203493	Kingdom of Romania	Kingdom	1881..1947	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q203817	First Bulgarian Empire	Empire	681..1018	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q2042616	Chalkidian League	Empire	-432..-348	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q2090473	Khazar Khaganate	Empire	650..969	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q209065	Kingdom of Greece	Kingdom	1832..1973	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q215530	Kingdom of Ireland	Kingdom	1542..1801	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q2196956	Kingdom of Norway	Kingdom	872..1397	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q2253783	Kingdom of Glywysing	Kingdom	500..1063	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q230791	Kingdom of Scotland	Kingdom	843..1707	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q231392	Kingdom of Asturias	Kingdom	718..910	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q2346056	Kingdom of Livonia	Kingdom	1570..1578	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q2415003	Kingdom of Serbia	Kingdom	1217..1346	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q241748	Kingdom of Serbia	Kingdom	1882..1918	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q2577303	Kingdom of Sardinia	Kingdom	1720..1861	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q2597352	Kingdom of Norway	Kingdom	1814..1814	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q28513	Austria-Hungary	Empire	1867..1918	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q2980623	Kingdom of Bosnia	Kingdom	1377..1463	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q3181749	Arab Caliphate	Empire	632..1517	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q31929	Carolingian Empire	Empire	800..887	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q321371	Bosporan Kingdom	Kingdom	-437..370	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q328818	Kingdom of Kent	Kingdom	450..871	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q34266	Russian Empire	Empire	1721..1917	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q3446210	Kingdom of Pamplona	Kingdom	824..1162	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q35	Denmark	Kingdom	800..	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q3755547	Kingdom of Italy	Kingdom	476..493	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q377350	Iberian Union	Empire	1580..1640	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q386496	Kingdom of Montenegro	Kingdom	1910..1918	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q389688	Achaemenid Empire	Empire	-550..-330	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q4208290	Kazikumukh Khanate	Empire	1642..1860	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q43287	German Empire	Empire	1871..1918	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q435583	Old Swiss Confederacy	Empire	1291..1798	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q436994	Kingdom of Dublin	Kingdom	839..1171	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q48742118	Fascist Italy	Kingdom	1922..1943	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q506008	Kingdom of Deira	Kingdom	450..655	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q56089236	Kingdom of Western Georgia	Kingdom	1259..1330	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q58202	July Monarchy	Kingdom	1830..1848	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q583038	Ostrogothic Kingdom	Kingdom	493..553	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q600018	Kingdom of Hungary	Kingdom	1920..1946	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q603771	Emirate of Crete	Empire	820..961	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q612359	Kingdom of Lithuania	Kingdom	1918..1918	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q623751	Kingdom of Bernicia	Kingdom	420..634	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q62567	Kingdom of Iceland	Kingdom	1918..1944	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q62623	Kalmar Union	Crown	1397..1523	0	medium_parentage_review	Find reviewed empire, union, or successor-context source.
title-q62651	Denmark-Norway	Empire	1536..1814	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q633573	Kingdom of Rheged	Kingdom	500..650	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q676184	Kingdom of Sussex	Kingdom	477..825	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q701983	Palatinate-Zweibrucken	Empire	1444..1801	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q70972	Kingdom of France	Kingdom	987..1791	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q71084	First French Empire	Empire	1804..1815	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q733799	Kingdom of the Hwicce	Kingdom	577..780	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q766543	Hispanic Monarchy	Empire	1479..1700	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q769782	Kingdom of Powys	Kingdom	500..1160	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q771193	Kingdom of Brittany	Kingdom	851..939	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q779011	Principality of Montenegro	Duchy	1852..1910	0	blocked_parentage_review	Reviewed blocker: sources support de facto independence and later recognition rather than clean Ottoman parentage; needs contested/de facto relation modeling before parentage import.
title-q7882199	Burgundian State	Crown	1363..1559	0	medium_parentage_review	Find reviewed empire, union, or successor-context source.
title-q816814	Kingdom of Gwynedd	Kingdom	401..1216	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q837136	Kingdom of Deheubarth	Kingdom	920..1197	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q837998	Kingdom of East Anglia	Kingdom	501..917	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q83958	Macedonia	Kingdom	-808..-167	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q854415	Kingdom of the Lombards	Kingdom	568..774	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q858841	Kingdom of Croatia	Kingdom	925..1102	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q870517	Odrysian kingdom	Kingdom	-460..46	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q87791	Frisian Kingdom	Kingdom	500..734	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q905131	Kingdom of Breifne	Kingdom	700..1256	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q926295	Italian Empire	Empire	1882..1946	0	root_or_successor_review	May be a root title; review only if successor, union, or super-entity claim exists.
title-q954585	Kingdom of Brycheiniog	Kingdom	450..1045	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
title-q956451	Kingdom of Dyfed	Kingdom	410..920	0	medium_parentage_review	Find reviewed empire, union, confederation, or successor-context source.
