shard_id	row_index	ck_id	county	ck_duchy	kingdom_867	kingdom_1066	kingdom_1178	empire_867	empire_1066	empire_1178	match_status	screen_status	top_qid	top_label	top_description	historical_title_id	historical_rank	historical_exists	accepted_parentage_count	scale_status	agent_task	notes
county-scale-001	25	c_alcacer_do_sal	Alcacer do Sal	Beja	Badajoz	Badajoz	Portugal	Hispania	Hispania	Hispania	fuzzy_label	defer	Q850697	Alcácer do Sal	municipality in Portugal				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	26	c_alcaniz	Alcaniz	Aragon	Valencia	Aragon	Aragon	Hispania	Hispania	Hispania	fuzzy_label	defer	Q24015190	Alcañiz	capital of Alcañiz Municipality, Spain				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	27	c_alcaraz	Alcaraz	Murcia	Valencia	Valencia	Valencia	Hispania	Hispania	Hispania	exact_label	defer	Q24008382	Alcaraz	capital of Alcaraz Municipality, Spain				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	28	c_alencon	Alençon	Normandy	France	France	France	Francia	Francia	Francia	exact_label	defer	Q181269	Alençon	commune in Orne, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	29	c_algeciras	Algeciras	Seville	Andalusia	Andalusia	Andalusia	Hispania	Hispania	Hispania	exact_label	defer	Q484552	Algeciras	municipality and city in the province of Cádiz, Spain				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	30	c_alicante	Alicante	València	Valencia	Valencia	Valencia	Hispania	Hispania	Hispania	exact_label	defer	Q11959	Alicante	city in Valencian Community, Spain				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	31	c_almeria	Almeria	Granada	Andalusia	Andalusia	Andalusia	Hispania	Hispania	Hispania	fuzzy_label	defer	Q10400	Almería	municipality and capital of the province of Almeria, Spain				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	32	c_alpsee	Alpsee	Augsburg	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	fuzzy_label	defer	Q546344	Großer Alpsee	lake in the municipality of Immenstadt im Allgäu, Bavaria, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	33	c_alto_aragon	Alto Aragon	Aragon	Valencia	Aragon	Aragon	Hispania	Hispania	Hispania	fuzzy_label	defer	Q47006056	Alto Aragón en Común					0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	34	c_aluksne	Aluksne	Latgalia	Lithuania	Lithuania	Lithuania	Baltic Empire	Baltic Empire	Baltic Empire	fuzzy_label	defer	Q291333	Alūksne	city and capital of Alūksne Municipality, Latvia				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	35	c_amaya	Amaya	Cantabria	Castile	Castile	Castile	Hispania	Hispania	Hispania	exact_label	defer	Q30601767	Amaya	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	36	c_amiens	Amiens	Valois	France	France	France	Francia	Francia	Francia	exact_label	defer	Q41604	Amiens	commune in Somme, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	37	c_amstetten	Amstetten	Austria	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q251231	Amstetten	capital of Amstetten District, Lower Austria, Austria				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	38	c_ancona	Ancona	Ancona	Romagna	Romagna	Romagna	Italia	Italia	Italia	exact_label	defer	Q3415	Ancona	Italian city in the Marches region				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	39	c_angermanland	Ångermanland	Norrland	Sweden	Sweden	Sweden	Scandinavia	Scandinavia	Scandinavia	exact_label	defer	Q209853	Ångermanland	province in Sweden				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	40	c_angouleme	Angoulême	Aquitaine	Aquitaine	France	France	Francia	Francia	Francia	exact_label	defer	Q134346	Angoulême	commune in Charente, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	41	c_angus	Angus	Albany	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	exact_label	defer	Q591929	Angus	male given name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	42	c_anjou	Anjou	Anjou	France	France	France	Francia	Francia	Francia	exact_label	defer	Q960503	Anjou	commune in Isère, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	43	c_annandale	Annandale	Strathclyde	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	exact_label	defer	Q1375477	Annandale	census designated place in Virginia, United Stetes				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	44	c_ansbach	Ansbach	East Franconia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q14859	Ansbach	town in Bavaria, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	45	c_antipatreia	Antipatreia	Dyrrachion	Epirus	Epirus	Epirus	Byzantine Empire	Byzantine Empire	Byzantine Empire	exact_label	defer	Q16737361	Antipatreia	ancient Greek city				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	46	c_antwerpen	Antwerpen	Brabant	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	fuzzy_label	defer	Q12892	Antwerp	municipality in the province of Antwerp, Belgium				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	47	c_aosta	Aosta	Savoy	Burgundy	Burgundy	Burgundy	Francia	Francia	Francia	exact_label	defer	Q3367	Aosta	comune in Aosta Valley, Italy				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	48	c_apahunik	Apahunik	Vaspurakan	Armenia	Armenia	Armenia	Byzantine Empire	Byzantine Empire	Byzantine Empire	exact_label	defer	Q4067918	Apahunik					0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	49	c_apulia	Apulia	Apulia	Sicily	Sicily	Sicily	Byzantine Empire	Byzantine Empire	Italia	exact_label	defer	Q10416467	Apulia	genus of insects				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-001	50	c_aquileia	Aquileia	Friuli	Italy	Italy	Italy	Italia	Italia	Italia	exact_label	defer	Q53216	Aquileia	Italian comune based on the ancient Roman city in Italy, at the head of the Adriatic at the edge of the lagoons				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	51	c_arad	Arad	Temes	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	exact_label	defer	Q173591	Arad	city in Arad County, Romania				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	52	c_arbanon	Arbanon	Dyrrachion	Epirus	Epirus	Epirus	Byzantine Empire	Byzantine Empire	Byzantine Empire	fuzzy_label	bounded_candidate	Q2454379	Principality of Arbanon	Albanian principality (1190-1255)				0	rank_semantics_review	Resolve entity/rank semantics before title or parentage promotion.	Has structured inception and dissolution claims; verify rank/entity semantics before fact promotion.
county-scale-002	53	c_arborea	Arborea	Sardinia	Sardinia	Sardinia	Sardinia	Italia	Italia	Italia	exact_label	defer	Q382568	Arborea	Italian comune				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	54	c_arezzo	Arezzo	Tuscany	Italy	Italy	Italy	Italia	Italia	Italia	exact_label	defer	Q13378	Arezzo	Italian comune				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	55	c_argyll	Argyll	Isles	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	exact_label	defer	Q652539	Argyll	historic shire of western Scotland; heartland of the ancient kingdom of Dál Riata, encompassing Knapdale, Kintyre, and the Inner Hebrides				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	56	c_armagnac	Armagnac	Armagnac	Aquitaine	France	France	Francia	Francia	Francia	exact_label	defer	Q104921761	Armagnac	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	57	c_arnhem	Arnheim	Gelre	Frisia	Frisia	Frisia	Germania	Holy Roman Empire	Holy Roman Empire	fuzzy_label	defer	Q1310	Arnhem	city, municipality and capital of province Gelderland, the Netherlands				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	58	c_arnsberg	Arnsberg	Lower Lotharingia	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q3912	Arnsberg	town in North Rhine-Westphalia, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	59	c_astorga	Astorga	Galicia	Galicia	Galicia	León	Hispania	Hispania	Hispania	exact_label	defer	Q36996229	Astorga	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	60	c_asturias_de_oviedo	Asturias de Oviedo	Asturias	Asturias	León	León	Hispania	Hispania	Hispania	exact_label	defer	Q3323403	Asturias de Oviedo	historical comarca in the Kingdom of Asturias				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	61	c_asturias_de_santillana	Asturias de Santillana	Cantabria	Castile	Castile	Castile	Hispania	Hispania	Hispania	exact_label	defer	Q3330011	Asturias de Santillana					0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	62	c_athlone	Athlone	Meath	Ireland	Ireland	Ireland	Britannia	Britannia	Britannia	exact_label	defer	Q369911	Athlone	town in County Westmeath, Ireland				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	63	c_atholl	Atholl	Albany	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	exact_label	defer	Q331254	Atholl	historical division in the Scottish Highlands				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	64	c_attica	Attica	Athens	Hellas	Hellas	Hellas	Byzantine Empire	Byzantine Empire	Byzantine Empire	exact_label	defer	Q122443	Attica	historical region of Greece, including the city of Athens				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	65	c_augsburg	Augsburg	Augsburg	Bavaria	Bavaria	Bavaria	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q2749	Augsburg	city in Bavaria, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	66	c_aunis	Aunis	Aquitaine	Aquitaine	France	France	Francia	Francia	Francia	exact_label	defer	Q773756	Aunis	former province of France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	67	c_nedenes	Austr Agðir	Egðafylki	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	no_result								0	source_resolution_needed	Resolve CK3 seed to independent historical source candidate.	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
county-scale-002	68	c_austisland	Austrland	Iceland	Norway	Norway	Norway	Scandinavia	Scandinavia	Scandinavia	no_result								0	source_resolution_needed	Resolve CK3 seed to independent historical source candidate.	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
county-scale-002	69	c_auvergne	Auvergne	Auvergne	Aquitaine	France	France	Francia	Francia	Francia	exact_label	defer	Q1152	Auvergne	cultural and historical region of France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	70	c_auxerre	Auxerre	Burgundy	France	France	France	Francia	Francia	Francia	exact_label	defer	Q167600	Auxerre	prefecture and commune in Bourgogne-Franche-Comté, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	71	c_avalois	Avalois	Burgundy	France	France	France	Francia	Francia	Francia	no_result								0	source_resolution_needed	Resolve CK3 seed to independent historical source candidate.	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
county-scale-002	72	c_aveiro	Aveiro	Coimbra	Galicia	Galicia	Portugal	Hispania	Hispania	Hispania	exact_label	defer	Q485581	Aveiro	municipality in Portugal				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	73	c_avila	Avila	León	Asturias	León	León	Hispania	Hispania	Hispania	fuzzy_label	defer	Q15688	Ávila	municipality in Castile and León, Spain				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	74	c_aviovara	Aviovara	Duortnoseatnu	Sápmi	Sápmi	Sápmi	Scandinavia	Scandinavia	Scandinavia	fuzzy_label	defer	Q11853669	Aviovarallisuusoikeus					0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	75	c_avlonas	Avlonas	Dyrrachion	Epirus	Epirus	Epirus	Byzantine Empire	Byzantine Empire	Byzantine Empire	exact_label	defer	Q389439	Avlonas	town in Attica, Greece				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	76	c_avranches	Avranches	Normandy	France	France	France	Francia	Francia	Francia	exact_label	defer	Q204430	Avranches	commune in Manche, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	77	c_ayrshire	Ayrshire	Strathclyde	Scotland	Scotland	Scotland	Britannia	Britannia	Britannia	exact_label	defer	Q793283	Ayrshire	county in Scotland				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	78	c_aytos	Aytos	Moesia	Bulgaria	Bulgaria	Bulgaria	Byzantine Empire	Byzantine Empire	Byzantine Empire	exact_label	defer	Q275178	Aytos	city in Aytos municipality, Burgas oblast, Bulgaria				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	79	c_azysia	Azysia	Sebasteia	Pontus	Pontus	Rum	Byzantine Empire	Byzantine Empire	Byzantine Empire	no_result								0	source_resolution_needed	Resolve CK3 seed to independent historical source candidate.	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
county-scale-002	80	c_babruysk	Babruysk	Pinsk	White Rus'	White Rus'	White Rus'	Russia	Russia	Russia	exact_label	defer	Q207294	Babruysk	city in Belarus				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	81	c_bacs	Bacs	Bacs	Hungary	Hungary	Hungary	Carpathia	Carpathia	Carpathia	exact_label	defer	Q106631333	Bacs	family name				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	82	c_badajoz	Badajoz	Badajoz	Badajoz	Badajoz	Badajoz	Hispania	Hispania	Hispania	exact_label	defer	Q15679	Badajoz	municipality in Extremadura, Spain				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	83	c_baden	Baden	Swabia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q127451	Baden	commune in Morbihan, France				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	84	c_bagrewand	Bagrewand	Greater Armenia	Armenia	Armenia	Armenia	Byzantine Empire	Byzantine Empire	Byzantine Empire	no_result								0	source_resolution_needed	Resolve CK3 seed to independent historical source candidate.	Wikidata search lead only; reviewer must confirm historical identity and dates before source promotion.
county-scale-002	85	c_bamberg	Bamberg	East Franconia	East Francia	East Francia	East Francia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q3936	Bamberg	town in Bavaria, Germany				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
county-scale-002	86	c_bar	Bar	Bar	Lotharingia	Lotharingia	Lotharingia	Germania	Holy Roman Empire	Holy Roman Empire	exact_label	defer	Q115276	Bar	coastal town in Montenegro				0	source_resolution_deferred	Find better independent historical source candidate; current top lead is not importable.	No bounded inception/dissolution pair or entity remains ambiguous for DUCHY title materialization.
