fact_id	child_id	child_name	child_rank	expected_parent_rank	current_parent_id	current_parent_name	current_parent_rank	span	review_priority	notes
fact-q1235737-parent-q3446210	title-q1235737	County of Aragon	County	Duchy	title-q3446210	Kingdom of Pamplona	Kingdom	824..1035	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q1233672-parent-q204920	title-q1233672	County of Barcelona	County	Duchy	title-q204920	Crown of Aragon	Crown	1162..1164	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q642314-parent-q12548	title-q642314	County of Burgundy	County	Duchy	title-q12548	Holy Roman Empire	Empire	982..1678	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q1541699-parent-q204920	title-q1541699	County of Empuries	County	Duchy	title-q204920	Crown of Aragon	Crown	1341..1402	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q675363-parent-q12548	title-q675363	County of Geneva	County	Duchy	title-q12548	Holy Roman Empire	Empire	1032..1401	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2037817-parent-q31929	title-q2037817	County of Girona	County	Duchy	title-q31929	Carolingian Empire	Empire	800..887	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q921473-parent-q70972	title-q921473	County of La Marche	County	Duchy	title-q70972	Kingdom of France	Kingdom	1527..1527	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q5177890-parent-q12548	title-q5177890	County of Luxembourg	County	Duchy	title-q12548	Holy Roman Empire	Empire	963..1354	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q700198-parent-q27306	title-q700198	County of Mark	County	Duchy	title-q27306	Kingdom of Prussia	Kingdom	1701..1806	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q589251-parent-q12548	title-q589251	County of Montbeliard	County	Duchy	title-q12548	Holy Roman Empire	Empire	1042..1793	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q12817455-parent-q12548	title-q12817455	County of Nassau	County	Duchy	title-q12548	Holy Roman Empire	Empire	1160..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q706553-parent-q2577303	title-q706553	County of Nice	County	Duchy	title-q2577303	Kingdom of Sardinia	Kingdom	1814..1818	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q1139807-parent-q231392	title-q1139807	County of Portugal	County	Duchy	title-q231392	Kingdom of Asturias	Kingdom	868..909	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q1139807-parent-q303421	title-q1139807	County of Portugal	County	Duchy	title-q303421	Kingdom of Galicia	Kingdom	910..1139	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q2991382-parent-q70972	title-q2991382	County of Provence	County	Duchy	title-q70972	Kingdom of France	Kingdom	987..1487	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q573290-parent-q12548	title-q573290	County of Ravensberg	County	Duchy	title-q12548	Holy Roman Empire	Empire	1140..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q1297894-parent-q199442	title-q1297894	County of Ribagorza	County	Duchy	title-q199442	Kingdom of Aragon	Kingdom	1035..1598	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q1232887-parent-q12548	title-q1232887	County of Savoy	County	Duchy	title-q12548	Holy Roman Empire	Empire	1003..1416	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q1917014-parent-q188586	title-q1917014	County of Sicily	County	Duchy	title-q188586	Kingdom of Sicily	Kingdom	1130..1130	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q2991474-parent-q12548	title-q2991474	County of Wurttemberg	County	Duchy	title-q12548	Holy Roman Empire	Empire	1083..1495	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q5298169-parent-q203493	title-q5298169	Dorohoi County	County	Duchy	title-q203493	Kingdom of Romania	Kingdom	1881..1947	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q686312-parent-q12544	title-q686312	Duchy of Amalfi	Duchy	Kingdom	title-q12544	Byzantine Empire	Empire	839..958	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q16550783-parent-q150981	title-q16550783	Duchy of Anhalt	Duchy	Kingdom	title-q150981	North German Confederation	Empire	1867..1870	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q16550783-parent-q151624	title-q16550783	Duchy of Anhalt	Duchy	Kingdom	title-q151624	German Confederation	Empire	1863..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q16550783-parent-q43287	title-q16550783	Duchy of Anhalt	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q3624335-parent-q12548	title-q3624335	Duchy of Austria	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1156..1453	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q47261-parent-q12548	title-q47261	Duchy of Bavaria	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1805	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q151095-parent-q12548	title-q151095	Duchy of Berg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1380..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2162698-parent-q12548	title-q2162698	Duchy of Bohemia	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1002..1198	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q159856-parent-q12548	title-q159856	Duchy of Brabant	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1183..1795	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q694594-parent-q12548	title-q694594	Duchy of Bremen and Verden	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1648..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q326029-parent-q150981	title-q326029	Duchy of Brunswick	Duchy	Kingdom	title-q150981	North German Confederation	Empire	1867..1870	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q326029-parent-q151624	title-q326029	Duchy of Brunswick	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q326029-parent-q43287	title-q326029	Duchy of Brunswick	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2360973-parent-q12548	title-q2360973	Duchy of Carniola	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1364..1803	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2360973-parent-q131964	title-q2360973	Duchy of Carniola	Duchy	Kingdom	title-q131964	Austrian Empire	Empire	1804..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2360973-parent-q28513	title-q2360973	Duchy of Carniola	Duchy	Kingdom	title-q28513	Austria-Hungary	Empire	1867..1918	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q641138-parent-q12548	title-q641138	Duchy of Cleves	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1092..1795	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q156038-parent-q172107	title-q156038	Duchy of Courland and Semigallia	Duchy	Kingdom	title-q172107	Polish-Lithuanian Commonwealth	Crown	1569..1795	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q1991540-parent-q43287	title-q1991540	Duchy of Courland and Semigallia	Duchy	Kingdom	title-q43287	German Empire	Empire	1918..1918	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q693570-parent-q170174	title-q693570	Duchy of Ferrara	Duchy	Kingdom	title-q170174	Papal States	TheocraticState	1597..1597	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q2252973-parent-q12548	title-q2252973	Duchy of Florence	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1532..1569	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q152420-parent-q12548	title-q152420	Duchy of Guelders	County	Duchy	title-q12548	Holy Roman Empire	Empire	1096..1795	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q704288-parent-q12548	title-q704288	Duchy of Holstein	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1474..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q704288-parent-q151624	title-q704288	Duchy of Holstein	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q836937-parent-q12548	title-q836937	Duchy of Julich	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1003..1794	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q1352878-parent-q172107	title-q1352878	Duchy of Livonia	Duchy	Kingdom	title-q172107	Polish-Lithuanian Commonwealth	Crown	1569..1621	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q155019-parent-q12548	title-q155019	Duchy of Lorraine	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1766	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2719360-parent-q12548	title-q2719360	Duchy of Luxembourg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1353..1795	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q766501-parent-q12548	title-q766501	Duchy of Mantua	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1530..1797	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q933592-parent-q12548	title-q933592	Duchy of Massa and Carrara	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1473..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q11024667-parent-q12548	title-q11024667	Duchy of Mecklenburg-Schwerin	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1701..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q153529-parent-q12548	title-q153529	Duchy of Milan	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1395..1797	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q1615455-parent-q12548	title-q1615455	Duchy of Mirandola	County	Duchy	title-q12548	Holy Roman Empire	Empire	1310..1710	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q252580-parent-q12548	title-q252580	Duchy of Modena and Reggio	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1452..1796	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q836680-parent-q151624	title-q836680	Duchy of Nassau	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q165040-parent-q12548	title-q165040	Duchy of Parma and Piacenza	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1748..1801	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q696640-parent-q12548	title-q696640	Duchy of Pomerania	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1121..1637	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q661340-parent-q28513	title-q661340	Duchy of Salzburg	Duchy	Kingdom	title-q28513	Austria-Hungary	Empire	1867..1918	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q426025-parent-q12548	title-q426025	Duchy of Savoy	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1416..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q157710-parent-q12548	title-q157710	Duchy of Saxe-Meiningen	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1675..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q157710-parent-q151624	title-q157710	Duchy of Saxe-Meiningen	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q157710-parent-q43287	title-q157710	Duchy of Saxe-Meiningen	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q164092-parent-q12548	title-q164092	Duchy of Saxony	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1296	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q693980-parent-q12548	title-q693980	Duchy of Swabia	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1313	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q649202-parent-q170174	title-q649202	Duchy of Urbino	Duchy	Kingdom	title-q170174	Papal States	TheocraticState	1443..1631	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q152115-parent-q71084	title-q152115	Duchy of Warsaw	Duchy	Kingdom	title-q71084	First French Empire	Empire	1807..1815	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q657241-parent-q12548	title-q657241	Duchy of Westphalia	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1180..1803	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2227570-parent-q12548	title-q2227570	Duchy of Wurttemberg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1495..1803	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q1252942-parent-q12544	title-q1252942	Duklja	Duchy	Kingdom	title-q12544	Byzantine Empire	Empire	854..1252	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q153080-parent-q31929	title-q153080	East Francia	Kingdom	Crown	title-q31929	Carolingian Empire	Empire	843..887	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q625380-parent-q12560	title-q625380	Eastern Hungarian Kingdom	Kingdom	Crown	title-q12560	Ottoman Empire	Empire	1529..1570	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q22880-parent-q12548	title-q22880	Electoral Palatinate	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1085..1803	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q637238-parent-q12548	title-q637238	Electorate of Baden	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1803..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q256961-parent-q12548	title-q256961	Electorate of Bavaria	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1623..1805	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q7904317-parent-q12548	title-q7904317	Electorate of Cologne	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1803	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q706018-parent-q12548	title-q706018	Electorate of Hanover	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1692..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q529605-parent-q151624	title-q529605	Electorate of Hesse	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q284667-parent-q12548	title-q284667	Electorate of Mainz	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1803	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q156199-parent-q12548	title-q156199	Electorate of Saxony	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1356..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q2172530-parent-q12548	title-q2172530	Electorate of Wurttemberg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1803..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q146246-parent-q31929	title-q146246	Francia	Kingdom	Crown	title-q31929	Carolingian Empire	Empire	800..843	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q692946-parent-q131964	title-q692946	Gorizia and Gradisca	County	Duchy	title-q131964	Austrian Empire	Empire	1804..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q692946-parent-q28513	title-q692946	Gorizia and Gradisca	County	Duchy	title-q28513	Austria-Hungary	Empire	1867..1918	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q186320-parent-q151624	title-q186320	Grand Duchy of Baden	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q186320-parent-q43287	title-q186320	Grand Duchy of Baden	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q249428-parent-q154741	title-q249428	Grand Duchy of Berg	Duchy	Kingdom	title-q154741	Confederation of the Rhine	Crown	1806..1813	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q62633-parent-q34266	title-q62633	Grand Duchy of Finland	Duchy	Kingdom	title-q34266	Russian Empire	Empire	1809..1917	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q704312-parent-q154741	title-q704312	Grand Duchy of Frankfurt	Duchy	Kingdom	title-q154741	Confederation of the Rhine	Crown	1810..1813	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q20135-parent-q151624	title-q20135	Grand Duchy of Hesse	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q20135-parent-q43287	title-q20135	Grand Duchy of Hesse	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q49683-parent-q172107	title-q49683	Grand Duchy of Lithuania	Duchy	Kingdom	title-q172107	Polish-Lithuanian Commonwealth	Crown	1569..1795	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q158445-parent-q150981	title-q158445	Grand Duchy of Mecklenburg-Schwerin	Duchy	Kingdom	title-q150981	North German Confederation	Empire	1867..1870	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q158445-parent-q151624	title-q158445	Grand Duchy of Mecklenburg-Schwerin	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q158445-parent-q43287	title-q158445	Grand Duchy of Mecklenburg-Schwerin	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q161215-parent-q150981	title-q161215	Grand Duchy of Mecklenburg-Strelitz	Duchy	Kingdom	title-q150981	North German Confederation	Empire	1867..1870	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q161215-parent-q151624	title-q161215	Grand Duchy of Mecklenburg-Strelitz	Duchy	Kingdom	title-q151624	German Confederation	Empire	1815..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q693669-parent-q150981	title-q693669	Grand Duchy of Oldenburg	Duchy	Kingdom	title-q150981	North German Confederation	Empire	1867..1870	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q693669-parent-q151624	title-q693669	Grand Duchy of Oldenburg	Duchy	Kingdom	title-q151624	German Confederation	Empire	1816..1866	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q693669-parent-q43287	title-q693669	Grand Duchy of Oldenburg	Duchy	Kingdom	title-q43287	German Empire	Empire	1871..1918	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q154849-parent-q12548	title-q154849	Grand Duchy of Tuscany	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1575..1801	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q698089-parent-q154741	title-q698089	Grand Duchy of Wurzburg	Duchy	Kingdom	title-q154741	Confederation of the Rhine	Crown	1806..1813	medium_intermediate_parent_review	Review for a missing immediate parent layer, or document why this direct parentage should remain rank-skipped.
fact-q170770-parent-q141472	title-q170770	Grand Principality of Moscow	Duchy	Kingdom	title-q141472	Golden Horde	Empire	1263..1478	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q83546-parent-q141472	title-q83546	Grand Principality of Vladimir	Duchy	Kingdom	title-q141472	Golden Horde	Empire	1259..1389	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q673865-parent-q12548	title-q673865	Hohenzollern-Hechingen	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1576..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
