fact_id	child_id	child_name	child_rank	expected_parent_rank	current_parent_id	current_parent_name	current_parent_rank	span	review_priority	notes
fact-q13590051-parent-q42834	title-q13590051	Kingdom of the Burgundians	Kingdom	Crown	title-q42834	Western Roman Empire	Empire	443..476	low_intermediate_parent_review	Review whether this rank skip is acceptable for query behavior or needs an intermediate parent packet.
fact-q751868-parent-q12548	title-q751868	Landgraviate of Brabant	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1085..1183	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q695322-parent-q12548	title-q695322	Landgraviate of Hesse	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1264..1567	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q693551-parent-q12548	title-q693551	Landgraviate of Hesse-Darmstadt	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1567..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q168651-parent-q12548	title-q168651	Landgraviate of Hesse-Kassel	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1567..1803	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q673837-parent-q12548	title-q673837	Landgraviate of Hesse-Marburg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1458..1604	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q58942549-parent-q12548	title-q58942549	Landgraviate of Lower Alsace	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1200..1700	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q660393-parent-q12548	title-q660393	Lower Lotharingia	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	962..1190	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q283627-parent-q12548	title-q283627	Margraviate of Austria	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	976..1156	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
fact-q148499-parent-q12548	title-q148499	Margraviate of Brandenburg	Duchy	Kingdom	title-q12548	Holy Roman Empire	Empire	1157..1806	high_intermediate_parent_review	Find reviewed immediate parent layer for this span before treating the hierarchy as a complete tree.
